FL-experiment | INFO flwr 2024-04-29 17:22:44,960 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=2, NUM_ROUNDS=10,
FL-experiment | INFO flwr 2024-04-29 17:24:02,183 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,10,QmTZuaBznPkWErp3QTxeqyexKEVCsht46VeAzaTiW8BVpQ,0,0
FL-experiment | INFO flwr 2024-04-29 17:24:02,220 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:24:02,220 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-29 17:24:02,226 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:24:02,226 | server.py:65 | Start Aggregating round=2
FL-experiment | INFO flwr 2024-04-29 17:24:02,237 | server.py:86 | Start saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-04-29 17:24:02,473 | server.py:95 | File: storage/aggregated_model_94f15c9b-4a0a-4317-861a-b43ab5bfa596.pkl IPFS file hash: QmR7Qtycpxkz9aTza4sT4G9B4rqdR21MCgZwnMGNAZrBuk
FL-experiment | INFO flwr 2024-04-29 17:24:02,474 | server.py:98 | Done saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-04-29 17:24:02,474 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-29 17:24:04,506 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:24:04,506 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-29 17:24:04,506 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-29 17:24:04,506 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.3302}, Aggregated loss: 577.4682006835938, IPFS hash: QmR7Qtycpxkz9aTza4sT4G9B4rqdR21MCgZwnMGNAZrBuk
FL-experiment | INFO flwr 2024-04-29 17:24:04,506 | server.py:111 | Start sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-04-29 17:24:04,506 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmR7Qtycpxkz9aTza4sT4G9B4rqdR21MCgZwnMGNAZrBuk,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:24:04,726 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmR7Qtycpxkz9aTza4sT4G9B4rqdR21MCgZwnMGNAZrBuk,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:24:04,950 | server.py:123 | Done sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-04-29 17:24:04,951 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-29 17:24:04,951 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-29 17:24:04,951 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-29 17:24:04,952 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-29 17:24:04,973 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 17:24:04,976 | client.py:128 | Start Training client=1
FL-experiment | DEBUG flwr 2024-04-29 17:24:23,911 | client.py:139 | File: storage/updated_weights_0_269b554c-3388-4804-86cf-582956d1cd0c.pkl IPFS file hash: QmXdpot9b9GQnr65omNZA6NwQxZdyFTkd2bKSHT1EJDbmJ
FL-experiment | INFO flwr 2024-04-29 17:24:23,911 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:24:23,911 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,10,QmXdpot9b9GQnr65omNZA6NwQxZdyFTkd2bKSHT1EJDbmJ,0,0
FL-experiment | DEBUG flwr 2024-04-29 17:24:24,058 | client.py:139 | File: storage/updated_weights_1_56560904-0819-4dcf-86af-c2ed7ba007ad.pkl IPFS file hash: QmbjHfPyEvMKNu9bZDER7LnsaRvW2Ut3JCBM95Duz4yExK
FL-experiment | INFO flwr 2024-04-29 17:24:24,059 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:24:24,059 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,10,QmbjHfPyEvMKNu9bZDER7LnsaRvW2Ut3JCBM95Duz4yExK,0,0
FL-experiment | INFO flwr 2024-04-29 17:24:24,095 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:24:24,095 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 17:24:24,138 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:24:24,138 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 17:24:24,150 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:24:24,155 | server.py:65 | Start Aggregating round=3
FL-experiment | INFO flwr 2024-04-29 17:24:24,172 | server.py:86 | Start saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-04-29 17:24:24,437 | server.py:95 | File: storage/aggregated_model_baeb6511-7aea-44be-8b07-5fcea7966a54.pkl IPFS file hash: QmZVUSWiYNLpMBzzBQgAG4EPR7sypfL9Ju9c4yeNCwtYwh
FL-experiment | INFO flwr 2024-04-29 17:24:24,438 | server.py:98 | Done saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-04-29 17:24:24,438 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-29 17:24:26,474 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:24:26,474 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-29 17:24:26,474 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-29 17:24:26,474 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.41605}, Aggregated loss: 502.50001525878906, IPFS hash: QmZVUSWiYNLpMBzzBQgAG4EPR7sypfL9Ju9c4yeNCwtYwh
FL-experiment | INFO flwr 2024-04-29 17:24:26,474 | server.py:111 | Start sending aggregated model to perun nodes round=3
FL-experiment | INFO flwr 2024-04-29 17:24:26,474 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmZVUSWiYNLpMBzzBQgAG4EPR7sypfL9Ju9c4yeNCwtYwh,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:24:26,696 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmZVUSWiYNLpMBzzBQgAG4EPR7sypfL9Ju9c4yeNCwtYwh,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:24:26,923 | server.py:123 | Done sending aggregated model to perun nodes round=3
FL-experiment | INFO flwr 2024-04-29 17:24:26,924 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-29 17:24:26,924 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-29 17:24:26,924 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-29 17:24:26,924 | server.py:222 | fit_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-29 17:24:26,944 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 17:24:26,947 | client.py:128 | Start Training client=0
FL-experiment | DEBUG flwr 2024-04-29 17:24:45,868 | client.py:139 | File: storage/updated_weights_0_4e00db24-0639-4a5f-a761-04363027fed2.pkl IPFS file hash: QmaU5PiAknN8VFnj6Nx6RHyjb7xthtXbUtveyYBzFmi9se
FL-experiment | INFO flwr 2024-04-29 17:24:45,868 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:24:45,868 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,10,QmaU5PiAknN8VFnj6Nx6RHyjb7xthtXbUtveyYBzFmi9se,0,0
FL-experiment | DEBUG flwr 2024-04-29 17:24:45,983 | client.py:139 | File: storage/updated_weights_1_d0b6fb0d-28f8-4b3e-95c6-3bfb54a7d0a3.pkl IPFS file hash: QmarYWpk6CcFq5fSNcPfX4pr1pkS2cpxUmPA1JwBsLigz2
FL-experiment | INFO flwr 2024-04-29 17:24:45,983 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:24:45,983 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,10,QmarYWpk6CcFq5fSNcPfX4pr1pkS2cpxUmPA1JwBsLigz2,0,0
FL-experiment | INFO flwr 2024-04-29 17:24:46,015 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:24:46,015 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 17:24:46,099 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:24:46,099 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 17:24:46,118 | server.py:236 | fit_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:24:46,118 | server.py:65 | Start Aggregating round=4
FL-experiment | INFO flwr 2024-04-29 17:24:46,124 | server.py:86 | Start saving aggregated model to storage (round=4)
FL-experiment | DEBUG flwr 2024-04-29 17:24:46,368 | server.py:95 | File: storage/aggregated_model_10b0875c-c804-4551-b976-d8b14f579f92.pkl IPFS file hash: QmeHi7M98HbMDkPMCqech6n296Tx7fAJveSP8A8v8DeabP
FL-experiment | INFO flwr 2024-04-29 17:24:46,369 | server.py:98 | Done saving aggregated model to storage (round=4)
FL-experiment | DEBUG flwr 2024-04-29 17:24:46,369 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-29 17:24:48,316 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:24:48,316 | server.py:105 | Start evaluating fit round=4
FL-experiment | INFO flwr 2024-04-29 17:24:48,316 | server.py:107 | Done Evaluating fit round=4
FL-experiment | DEBUG flwr 2024-04-29 17:24:48,316 | server.py:108 | Round: 4, Aggregated accuracy: {'accuracy': 0.466}, Aggregated loss: 461.2013854980469, IPFS hash: QmeHi7M98HbMDkPMCqech6n296Tx7fAJveSP8A8v8DeabP
FL-experiment | INFO flwr 2024-04-29 17:24:48,316 | server.py:111 | Start sending aggregated model to perun nodes round=4
FL-experiment | INFO flwr 2024-04-29 17:24:48,316 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmeHi7M98HbMDkPMCqech6n296Tx7fAJveSP8A8v8DeabP,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:24:48,534 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmeHi7M98HbMDkPMCqech6n296Tx7fAJveSP8A8v8DeabP,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:24:48,753 | server.py:123 | Done sending aggregated model to perun nodes round=4
FL-experiment | INFO flwr 2024-04-29 17:24:48,753 | server.py:131 | Done Aggregating round=4
FL-experiment | INFO flwr 2024-04-29 17:24:48,753 | server.py:132 | Done Round=4
FL-experiment | INFO flwr 2024-04-29 17:24:48,753 | server.py:134 | Start Round=5
FL-experiment | DEBUG flwr 2024-04-29 17:24:48,753 | server.py:222 | fit_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-29 17:24:48,760 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 17:24:48,761 | client.py:128 | Start Training client=0
FL-experiment | DEBUG flwr 2024-04-29 17:25:08,165 | client.py:139 | File: storage/updated_weights_0_a9d9f25d-1330-479b-b6a1-4bf39435eee4.pkl IPFS file hash: QmSciX3KHoU9HhG5FzvkdpShfHSjMiQmXM7vtEhigcACQK
FL-experiment | INFO flwr 2024-04-29 17:25:08,166 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:25:08,166 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,10,QmSciX3KHoU9HhG5FzvkdpShfHSjMiQmXM7vtEhigcACQK,0,0
FL-experiment | DEBUG flwr 2024-04-29 17:25:08,305 | client.py:139 | File: storage/updated_weights_1_58f3eb55-2e30-4e04-a654-e8cc5992e132.pkl IPFS file hash: QmSzm4e15QTz1GRSY5ZyBHN7vSuWEz1dnaiZQhmGxiYshA
FL-experiment | INFO flwr 2024-04-29 17:25:08,305 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:25:08,305 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,10,QmSzm4e15QTz1GRSY5ZyBHN7vSuWEz1dnaiZQhmGxiYshA,0,0
FL-experiment | INFO flwr 2024-04-29 17:25:08,337 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:25:08,338 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 17:25:08,394 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:25:08,394 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 17:25:08,400 | server.py:236 | fit_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:25:08,400 | server.py:65 | Start Aggregating round=5
FL-experiment | INFO flwr 2024-04-29 17:25:08,412 | server.py:86 | Start saving aggregated model to storage (round=5)
FL-experiment | DEBUG flwr 2024-04-29 17:25:08,689 | server.py:95 | File: storage/aggregated_model_1208a83e-5015-4f46-b05c-7f07a81f2a6f.pkl IPFS file hash: QmaBsAg9JEmMs8MmtFhaDq3BtN3tKToG5hTF28CE5zNnKy
FL-experiment | INFO flwr 2024-04-29 17:25:08,689 | server.py:98 | Done saving aggregated model to storage (round=5)
FL-experiment | DEBUG flwr 2024-04-29 17:25:08,689 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-29 17:25:10,834 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:25:10,834 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-29 17:25:10,834 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-29 17:25:10,834 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.50005}, Aggregated loss: 435.9627227783203, IPFS hash: QmaBsAg9JEmMs8MmtFhaDq3BtN3tKToG5hTF28CE5zNnKy
FL-experiment | INFO flwr 2024-04-29 17:25:10,834 | server.py:111 | Start sending aggregated model to perun nodes round=5
FL-experiment | INFO flwr 2024-04-29 17:25:10,834 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmaBsAg9JEmMs8MmtFhaDq3BtN3tKToG5hTF28CE5zNnKy,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:25:11,054 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmaBsAg9JEmMs8MmtFhaDq3BtN3tKToG5hTF28CE5zNnKy,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 17:25:11,275 | server.py:123 | Done sending aggregated model to perun nodes round=5
FL-experiment | INFO flwr 2024-04-29 17:25:11,276 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-29 17:25:11,276 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-29 17:25:11,276 | server.py:134 | Start Round=6
FL-experiment | DEBUG flwr 2024-04-29 17:25:11,276 | server.py:222 | fit_round 6: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-29 17:25:11,288 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 17:25:11,291 | client.py:128 | Start Training client=1
FL-experiment | DEBUG flwr 2024-04-29 17:25:31,749 | client.py:139 | File: storage/updated_weights_0_1697115e-1012-44c9-b8b3-c3bba9663282.pkl IPFS file hash: QmVrjoHCwrkp5znCswy6gDpSN1pQijqrvNBN7vHLZndkRR
FL-experiment | INFO flwr 2024-04-29 17:25:31,749 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:25:31,750 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,10,QmVrjoHCwrkp5znCswy6gDpSN1pQijqrvNBN7vHLZndkRR,0,0
FL-experiment | DEBUG flwr 2024-04-29 17:25:31,885 | client.py:139 | File: storage/updated_weights_1_614b400b-4cf8-44a3-aece-062a0332aae8.pkl IPFS file hash: QmTKuakFzwDb7AkAEp7evqRibsyszLu9fsPpr7JhHAuowr
FL-experiment | INFO flwr 2024-04-29 17:25:31,886 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:25:31,886 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,10,QmTKuakFzwDb7AkAEp7evqRibsyszLu9fsPpr7JhHAuowr,0,0
FL-experiment | INFO flwr 2024-04-29 17:25:31,930 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 17:25:31,930 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 17:25:31,987 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 17:25:31,987 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 17:25:32,003 | server.py:236 | fit_round 6 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 17:25:32,008 | server.py:65 | Start Aggregating round=6
FL-experiment | INFO flwr 2024-04-29 17:25:32,018 | server.py:86 | Start saving aggregated model to storage (round=6)
FL-experiment | DEBUG flwr 2024-04-29 17:25:32,314 | server.py:95 | File: storage/aggregated_model_bb978466-3521-400e-849a-e7a4b7f46c59.pkl IPFS file hash: QmX8y4Z6FEqpnsY6TJEuU76dupoEggf3BPLgSyxzeBnyCs
FL-experiment | INFO flwr 2024-04-29 17:25:32,314 | server.py:98 | Done saving aggregated model to storage (round=6)
