FL-experiment | INFO flwr 2024-04-29 18:27:07,378 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=5, NUM_ROUNDS=1,
FL-experiment | INFO flwr 2024-04-29 18:28:59,844 | server.py:86 | Start saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 18:28:59,978 | server.py:95 | File: storage/aggregated_model_16c7d844-4e6f-48f4-827d-607f24a64bcb.pkl IPFS file hash: QmZy5nJiCDfE4qjQfB47kDi4Q5uFTAbncGiVkMcjFXETnY
FL-experiment | INFO flwr 2024-04-29 18:28:59,979 | server.py:98 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 18:28:59,979 | server.py:173 | evaluate_round 1: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-04-29 18:29:02,287 | server.py:187 | evaluate_round 1 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 18:29:02,287 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-29 18:29:02,287 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-29 18:29:02,287 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.2786}, Aggregated loss: 625.6152221679688, IPFS hash: QmZy5nJiCDfE4qjQfB47kDi4Q5uFTAbncGiVkMcjFXETnY
FL-experiment | INFO flwr 2024-04-29 18:29:02,287 | server.py:111 | Start sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-29 18:29:02,287 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmZy5nJiCDfE4qjQfB47kDi4Q5uFTAbncGiVkMcjFXETnY,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:29:02,467 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmZy5nJiCDfE4qjQfB47kDi4Q5uFTAbncGiVkMcjFXETnY,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:29:02,651 | server.py:114 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,QmZy5nJiCDfE4qjQfB47kDi4Q5uFTAbncGiVkMcjFXETnY,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:29:02,834 | server.py:114 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,QmZy5nJiCDfE4qjQfB47kDi4Q5uFTAbncGiVkMcjFXETnY,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:29:03,016 | server.py:114 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,QmZy5nJiCDfE4qjQfB47kDi4Q5uFTAbncGiVkMcjFXETnY,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:29:03,204 | server.py:123 | Done sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-29 18:29:03,205 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-29 18:29:03,205 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-29 18:29:03,205 | server.py:153 | FL finished in 32.687496499999995
FL-experiment | INFO flwr 2024-04-29 18:29:03,205 | app.py:226 | app_fit: losses_distributed [(1, 625.6152221679688)]
FL-experiment | INFO flwr 2024-04-29 18:29:03,206 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-04-29 18:29:03,206 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.2786)]}
FL-experiment | INFO flwr 2024-04-29 18:29:03,206 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-04-29 18:29:03,206 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-04-29 18:29:03,214 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-29 18:29:03,214 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-29 18:29:03,214 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-29 18:29:03,214 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-29 18:29:03,215 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-29 18:29:03,215 | app.py:304 | Disconnect and shut down
FL-experiment | DEBUG flwr 2024-04-29 18:29:03,214 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-29 18:29:03,215 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-29 18:29:03,215 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-29 18:29:03,215 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-29 18:29:03,794 | main.py:60 | Start settling channels
FL-experiment | INFO flwr 2024-04-29 18:31:32,489 | main.py:62 | Done settling channels
FL-experiment | INFO flwr 2024-04-29 18:31:32,491 | main.py:64 | Done Experiment
FL-experiment | INFO flwr 2024-04-29 18:31:33,010 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=5, NUM_ROUNDS=1,
FL-experiment | INFO flwr 2024-04-29 18:31:33,010 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-29 18:31:33,010 | main.py:54 | Start opening channels
FL-experiment | INFO flwr 2024-04-29 18:32:46,719 | main.py:56 | Done opening channels
FL-experiment | DEBUG flwr 2024-04-29 18:32:48,892 | server.py:147 | File: storage/init_model_299077e8-46ae-4684-9b97-2fbd55ee5d75.pkl IPFS file hash: QmTDuP2GPe4hhhZZaCDKs5begL36hTgWUPrUAr9LcQrobo
FL-experiment | INFO flwr 2024-04-29 18:32:48,893 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-29 18:32:48,893 | server.py:49 | Start sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 18:32:48,893 | server.py:52 | PERUN REQUEST: Sharing model with peer_0, REQ=set,peer_0,QmTDuP2GPe4hhhZZaCDKs5begL36hTgWUPrUAr9LcQrobo,1,0,0,0
FL-experiment | INFO flwr 2024-04-29 18:32:48,945 | server.py:52 | PERUN REQUEST: Sharing model with peer_1, REQ=set,peer_1,QmTDuP2GPe4hhhZZaCDKs5begL36hTgWUPrUAr9LcQrobo,1,0,0,0
FL-experiment | INFO flwr 2024-04-29 18:32:48,998 | server.py:52 | PERUN REQUEST: Sharing model with peer_2, REQ=set,peer_2,QmTDuP2GPe4hhhZZaCDKs5begL36hTgWUPrUAr9LcQrobo,1,0,0,0
FL-experiment | INFO flwr 2024-04-29 18:32:49,051 | server.py:52 | PERUN REQUEST: Sharing model with peer_3, REQ=set,peer_3,QmTDuP2GPe4hhhZZaCDKs5begL36hTgWUPrUAr9LcQrobo,1,0,0,0
FL-experiment | INFO flwr 2024-04-29 18:32:49,104 | server.py:52 | PERUN REQUEST: Sharing model with peer_4, REQ=set,peer_4,QmTDuP2GPe4hhhZZaCDKs5begL36hTgWUPrUAr9LcQrobo,1,0,0,0
FL-experiment | INFO flwr 2024-04-29 18:32:49,158 | server.py:54 | Done sharing model with perun nodes
FL-experiment | INFO flwr 2024-04-29 18:32:49,161 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=1, round_timeout=None)
FL-experiment | INFO flwr 2024-04-29 18:32:49,188 | app.py:176 | Flower ECE: gRPC server running (1 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-29 18:32:49,188 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-29 18:32:49,188 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 18:32:56,595 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,602 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,604 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,604 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 18:32:56,613 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-29 18:32:56,613 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-29 18:32:56,614 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-29 18:32:56,717 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,719 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,720 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,721 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 18:32:56,806 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,807 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,808 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,809 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 18:32:56,810 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,811 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,822 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,823 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 18:32:56,824 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,830 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,831 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | DEBUG flwr 2024-04-29 18:32:56,831 | server.py:222 | fit_round 1: strategy sampled 5 clients (out of 5)
FL-experiment | INFO flwr 2024-04-29 18:32:56,836 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 18:32:56,836 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 18:32:56,836 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 18:32:56,837 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 18:32:56,838 | client.py:128 | Start Training client=4
FL-experiment | DEBUG flwr 2024-04-29 18:33:26,552 | client.py:139 | File: storage/updated_weights_3_19ced63c-ff76-4be1-ac35-c705b4875292.pkl IPFS file hash: QmcN1LkdPH4hHpoXa5cyVFm6b23eqUAVAeiRMz2bfXnw81
FL-experiment | INFO flwr 2024-04-29 18:33:26,553 | client.py:141 | Start sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-29 18:33:26,553 | client.py:144 | PERUN REQUEST: Setting weight client=3, REQ=set,peer_5,1,1,QmcN1LkdPH4hHpoXa5cyVFm6b23eqUAVAeiRMz2bfXnw81,0,0
FL-experiment | DEBUG flwr 2024-04-29 18:33:26,688 | client.py:139 | File: storage/updated_weights_1_aadc9560-524d-4509-8f42-ae0694e27436.pkl IPFS file hash: QmduStUQ7K9bWRNY56LCAJT41ShVHiAh43QdjN3iYvAKBC
FL-experiment | INFO flwr 2024-04-29 18:33:26,688 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 18:33:26,688 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_5,1,1,QmduStUQ7K9bWRNY56LCAJT41ShVHiAh43QdjN3iYvAKBC,0,0
FL-experiment | INFO flwr 2024-04-29 18:33:26,716 | client.py:146 | Done sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-29 18:33:26,716 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 18:33:26,994 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 18:33:26,994 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-29 18:33:27,037 | client.py:139 | File: storage/updated_weights_0_f0add38a-b63d-45a1-8e25-c00c68b3131e.pkl IPFS file hash: QmTuiApPUvpkgLBuZ2Tcubmay2Ug9FDHpz4iNB9QNnHGwg
FL-experiment | INFO flwr 2024-04-29 18:33:27,037 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 18:33:27,037 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_5,1,1,QmTuiApPUvpkgLBuZ2Tcubmay2Ug9FDHpz4iNB9QNnHGwg,0,0
FL-experiment | DEBUG flwr 2024-04-29 18:33:27,074 | client.py:139 | File: storage/updated_weights_2_3e588da5-7460-449c-bea6-2ff2ff52a93b.pkl IPFS file hash: QmRYWCp99sHSqD3QneZAubcNYYV3GhHMciYshX1FALFPt1
FL-experiment | INFO flwr 2024-04-29 18:33:27,074 | client.py:141 | Start sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-29 18:33:27,074 | client.py:144 | PERUN REQUEST: Setting weight client=2, REQ=set,peer_5,1,1,QmRYWCp99sHSqD3QneZAubcNYYV3GhHMciYshX1FALFPt1,0,0
FL-experiment | DEBUG flwr 2024-04-29 18:33:27,151 | client.py:139 | File: storage/updated_weights_4_e31459a0-f586-4e2f-adb1-3cbe5c80cffb.pkl IPFS file hash: QmUTDEH2SmWW5yZFRF8Y4QEeRGJi8FKMdpDV6FqoV8x7km
FL-experiment | INFO flwr 2024-04-29 18:33:27,151 | client.py:141 | Start sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-29 18:33:27,151 | client.py:144 | PERUN REQUEST: Setting weight client=4, REQ=set,peer_5,1,1,QmUTDEH2SmWW5yZFRF8Y4QEeRGJi8FKMdpDV6FqoV8x7km,0,0
FL-experiment | INFO flwr 2024-04-29 18:33:27,170 | client.py:146 | Done sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-29 18:33:27,170 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 18:33:27,279 | client.py:146 | Done sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-29 18:33:27,279 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 18:33:27,464 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 18:33:27,464 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 18:33:27,476 | server.py:236 | fit_round 1 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 18:33:27,476 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-29 18:33:27,496 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | INFO flwr 2024-04-29 18:33:27,496 | server.py:86 | Start saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 18:33:27,667 | server.py:95 | File: storage/aggregated_model_fd50ac51-f429-4ced-8d32-3c52f7d8cf00.pkl IPFS file hash: QmRdxsCM4MLTDFTzDEPGNi2FFkhBG7TvTD9WCropau7vka
FL-experiment | INFO flwr 2024-04-29 18:33:27,667 | server.py:98 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 18:33:27,667 | server.py:173 | evaluate_round 1: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-04-29 18:33:30,125 | server.py:187 | evaluate_round 1 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 18:33:30,126 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-29 18:33:30,126 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-29 18:33:30,126 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.23888}, Aggregated loss: 639.0918823242188, IPFS hash: QmRdxsCM4MLTDFTzDEPGNi2FFkhBG7TvTD9WCropau7vka
FL-experiment | INFO flwr 2024-04-29 18:33:30,126 | server.py:111 | Start sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-29 18:33:30,126 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmRdxsCM4MLTDFTzDEPGNi2FFkhBG7TvTD9WCropau7vka,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:33:30,170 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmRdxsCM4MLTDFTzDEPGNi2FFkhBG7TvTD9WCropau7vka,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:33:30,216 | server.py:114 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,QmRdxsCM4MLTDFTzDEPGNi2FFkhBG7TvTD9WCropau7vka,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:33:30,261 | server.py:114 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,QmRdxsCM4MLTDFTzDEPGNi2FFkhBG7TvTD9WCropau7vka,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:33:30,308 | server.py:114 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,QmRdxsCM4MLTDFTzDEPGNi2FFkhBG7TvTD9WCropau7vka,1,0,0,99
FL-experiment | INFO flwr 2024-04-29 18:33:30,354 | server.py:123 | Done sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-29 18:33:30,355 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-29 18:33:30,356 | server.py:132 | Done Round=1
