FL-experiment | INFO flwr 2024-04-29 00:13:13,688 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=True, IPFS_ON=True, NUM_CLIENTS=10, NUM_ROUNDS=10,
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,785 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | INFO flwr 2024-04-29 00:14:11,789 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,791 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,804 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,808 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | INFO flwr 2024-04-29 00:14:11,812 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,815 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,816 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,816 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 00:14:11,817 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,819 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,819 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,820 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 00:14:11,824 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,830 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,831 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 00:14:11,838 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,840 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,841 | server.py:222 | fit_round 1: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 00:14:11,844 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 00:14:11,845 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 00:14:11,845 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 00:14:11,846 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 00:14:11,846 | client.py:128 | Start Training client=8
FL-experiment | DEBUG flwr 2024-04-29 00:14:11,846 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-29 00:14:11,847 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 00:14:11,847 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 00:14:11,849 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 00:14:11,851 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 00:14:11,852 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 00:15:02,205 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 00:15:02,211 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 00:15:02,371 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 00:15:02,382 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 00:15:02,741 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 00:15:02,741 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 00:15:02,761 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 00:15:02,762 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 00:15:02,850 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 00:15:02,888 | client.py:149 | Done Training client=7
FL-experiment | DEBUG flwr 2024-04-29 00:15:02,889 | server.py:236 | fit_round 1 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 00:15:02,889 | server.py:65 | Start Aggregating round=1
FL-experiment | INFO flwr 2024-04-29 00:15:02,890 | server.py:68 | Start setting weights to the blockchain
FL-experiment | DEBUG flwr 2024-04-29 00:15:03,280 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmPt611tX9DRfepaxmmrdmdH2RStcnoDLsF2ZpAadPCFCX
FL-experiment | DEBUG flwr 2024-04-29 00:15:04,318 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmTrCSGzJCD5BGixpZuXdXVNzAGhiXhbgrqSVKs1eTpvx4
FL-experiment | DEBUG flwr 2024-04-29 00:15:09,333 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmfWCpHYvPd9g4RaBjMSJL8JGLMeFAcegfVrDaArnA1Jwv
FL-experiment | DEBUG flwr 2024-04-29 00:15:14,341 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmcvYKTD4ZrirPSGTqS6JzCzDt2QeuupWqs5LxjgNcczNz
FL-experiment | DEBUG flwr 2024-04-29 00:15:19,352 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmbHd2yoNF3WSDivVrnpnqFHVgqq7SXiKLpXRhwkpTUKg4
FL-experiment | DEBUG flwr 2024-04-29 00:15:24,370 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: Qmb7UnHmihgkKb2NNFHpSFN1ukqZcR6gidhJvwnGYHMSJu
FL-experiment | DEBUG flwr 2024-04-29 00:15:29,348 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmTVTh3hxDigh3bAASSkfsLyTtimcpyoeQGSzDeuiZtFCX
FL-experiment | DEBUG flwr 2024-04-29 00:15:34,412 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmVju2m9mGEKeKhCgtHzPaCMr8bSthxj2baNg8XVZ7aEgd
FL-experiment | DEBUG flwr 2024-04-29 00:15:39,408 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmNmjJUXUu5fNncWYDvzUFKg3PzoFbUtn7dfgnPt9Ndhcw
FL-experiment | DEBUG flwr 2024-04-29 00:15:44,427 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: Qmavkbtb1bEdiZSSUNvCxJ5uMPjvPhpWBRJA2UNGa1fgvH
FL-experiment | INFO flwr 2024-04-29 00:15:49,161 | server.py:79 | Done setting weights to the blockchain
FL-experiment | WARNING flwr 2024-04-29 00:15:49,177 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | INFO flwr 2024-04-29 00:15:49,177 | server.py:86 | Start saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 00:15:49,398 | server.py:95 | File: storage/aggregated_model_c4629f09-7f68-4a0b-821a-4d86dee19e3f.pkl IPFS file hash: QmU2pny597RN1pkJfLLnMHwBzzS2yVA2uJbXZjHYnntjHy
FL-experiment | INFO flwr 2024-04-29 00:15:49,398 | server.py:98 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 00:15:49,398 | server.py:173 | evaluate_round 1: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-29 00:15:53,212 | server.py:187 | evaluate_round 1 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 00:15:53,212 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-29 00:15:53,212 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-29 00:15:53,212 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.25424}, Aggregated loss: 640.4498352050781, IPFS hash: QmU2pny597RN1pkJfLLnMHwBzzS2yVA2uJbXZjHYnntjHy
FL-experiment | INFO flwr 2024-04-29 00:15:53,212 | server.py:126 | Start setting aggregated model to the blockchain round=1
FL-experiment | INFO flwr 2024-04-29 00:16:39,373 | server.py:129 | Done setting aggregated model to the blockchain round=1
FL-experiment | INFO flwr 2024-04-29 00:16:39,374 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-29 00:16:39,374 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-29 00:16:39,374 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-29 00:16:39,374 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 00:16:39,377 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 00:16:39,378 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-29 00:16:39,379 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 00:16:39,380 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 00:16:39,381 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 00:16:39,382 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 00:16:39,383 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 00:16:39,383 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 00:16:39,384 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 00:16:39,385 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 00:17:28,128 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 00:17:28,362 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 00:17:28,462 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 00:17:28,590 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 00:17:28,673 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 00:17:28,693 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 00:17:28,747 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 00:17:28,815 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 00:17:28,880 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 00:17:28,940 | client.py:149 | Done Training client=7
FL-experiment | DEBUG flwr 2024-04-29 00:17:28,942 | server.py:236 | fit_round 2 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 00:17:28,942 | server.py:65 | Start Aggregating round=2
FL-experiment | INFO flwr 2024-04-29 00:17:28,942 | server.py:68 | Start setting weights to the blockchain
FL-experiment | DEBUG flwr 2024-04-29 00:17:29,161 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmfTUDXuzBVCzAJAvbm3vpQ37JhxzbqowXESoxSK9nNse4
FL-experiment | DEBUG flwr 2024-04-29 00:17:29,671 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmdSirt4jfZkUyxDijzieVSYhWToYw1Kgpc4MGURkHjMuh
FL-experiment | DEBUG flwr 2024-04-29 00:17:34,681 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmNQQuZARtjoZ41xrN4y4rSu9jLtbdszCZmV4BQ13NtMAS
FL-experiment | DEBUG flwr 2024-04-29 00:17:39,664 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmdjehSjn9AELf4QXwSxDEK3FRyQJUiSvLvi4zzkR524Va
FL-experiment | DEBUG flwr 2024-04-29 00:17:44,689 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: Qmd58KBYYKFuQHcfShJT6wybkhAHtHzihPf2JKddkpEeGS
FL-experiment | DEBUG flwr 2024-04-29 00:17:49,690 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmTfbGMMShcAkogZoPNqBZhLxGqECXSYKLsuEYLuEfkrZb
FL-experiment | DEBUG flwr 2024-04-29 00:17:54,678 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmXDGRmVFGeS5z2cnKTLxzhk2PxNujCKYyw2Xw1hmWdt1u
FL-experiment | DEBUG flwr 2024-04-29 00:17:59,656 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmNUWdjzyanbWuVNxj1rvEGS8r1DV5hKYBJ8To7aNmDk2e
FL-experiment | DEBUG flwr 2024-04-29 00:18:04,762 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmXxTEm8bhCNmVy4Mfps2Gtv1kkGk29F77q3MzVgBZaiyc
FL-experiment | DEBUG flwr 2024-04-29 00:18:09,767 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: Qme25siCTNMw2N8Po3fB1pwGUaVq6UKR1C2uxinRHdq6Km
FL-experiment | INFO flwr 2024-04-29 00:18:14,531 | server.py:79 | Done setting weights to the blockchain
FL-experiment | INFO flwr 2024-04-29 00:18:14,549 | server.py:86 | Start saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-04-29 00:18:14,756 | server.py:95 | File: storage/aggregated_model_22cdcf12-7a08-451d-87ba-accd48e586ed.pkl IPFS file hash: QmeGQw1pirV9CdetvN5FvvsFTH58wzS9qZpc69LMnHNGY4
FL-experiment | INFO flwr 2024-04-29 00:18:14,757 | server.py:98 | Done saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-04-29 00:18:14,758 | server.py:173 | evaluate_round 2: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-29 00:18:18,508 | server.py:187 | evaluate_round 2 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 00:18:18,509 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-29 00:18:18,510 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-29 00:18:18,510 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.37894}, Aggregated loss: 536.2667419433594, IPFS hash: QmeGQw1pirV9CdetvN5FvvsFTH58wzS9qZpc69LMnHNGY4
FL-experiment | INFO flwr 2024-04-29 00:18:18,510 | server.py:126 | Start setting aggregated model to the blockchain round=2
FL-experiment | INFO flwr 2024-04-29 00:19:04,557 | server.py:129 | Done setting aggregated model to the blockchain round=2
FL-experiment | INFO flwr 2024-04-29 00:19:04,558 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-29 00:19:04,558 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-29 00:19:04,558 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-29 00:19:04,558 | server.py:222 | fit_round 3: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 00:19:04,564 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-29 00:19:04,564 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 00:19:04,566 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 00:19:04,567 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 00:19:04,568 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 00:19:04,568 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 00:19:04,568 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 00:19:04,569 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 00:19:04,570 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 00:19:04,570 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 00:19:53,791 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 00:19:53,860 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 00:19:53,953 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 00:19:54,053 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 00:19:54,155 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 00:19:54,221 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 00:19:54,311 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 00:19:54,367 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 00:19:54,568 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 00:19:54,621 | client.py:149 | Done Training client=7
FL-experiment | DEBUG flwr 2024-04-29 00:19:54,622 | server.py:236 | fit_round 3 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 00:19:54,622 | server.py:65 | Start Aggregating round=3
FL-experiment | INFO flwr 2024-04-29 00:19:54,622 | server.py:68 | Start setting weights to the blockchain
FL-experiment | DEBUG flwr 2024-04-29 00:19:54,837 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmdvagF9jENTZmWxuVxpq2Upsf3wSWAoEfXedKEmTArFCo
FL-experiment | DEBUG flwr 2024-04-29 00:19:59,916 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmamTghfXfG6gP5uZ3kBn6kpaoSUb2ipLYJ281RX2495qN
FL-experiment | DEBUG flwr 2024-04-29 00:20:04,900 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmQjb99wAf8iQ6oh1dN5Thafm38iTH71e6VYweWq9RBtxc
FL-experiment | DEBUG flwr 2024-04-29 00:20:09,952 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmSsHthBPNLVJXYd3NfXLovoYEnMULc3wYXXQz2sadEAmY
FL-experiment | DEBUG flwr 2024-04-29 00:20:14,981 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmSqDK7HFmFvBWNh2GpJGWEhFvZDsF98yxixTzTgbFvcaQ
FL-experiment | DEBUG flwr 2024-04-29 00:20:19,911 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmRaZfmTzuvFX5UqzBnY1Qkw7qgkgRSTf2RqrXT7jrJNTA
FL-experiment | DEBUG flwr 2024-04-29 00:20:24,979 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmaD6FxaauW336DF3xy6hgG1GYNHyRH71xLuxRoULMP4Zy
FL-experiment | DEBUG flwr 2024-04-29 00:20:30,049 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmZY92vznw4qVfayzPxUSAbGqT3ugu3L7RwkZxCbq6dKJQ
FL-experiment | DEBUG flwr 2024-04-29 00:20:35,005 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: Qmcwv5Ck3iTZTkGLFc9t7UBAqarUEHkCnoUraGfhLXjumb
FL-experiment | DEBUG flwr 2024-04-29 00:20:39,999 | server.py:76 | File: storage/init_model_bc6d387b-28e9-4752-8aa0-44d34ed80b1e.pkl IPFS file hash: QmVBoDHTKbE2Swh2YcbirMpMvp5RittyWBkn3v8zMJDDSg
FL-experiment | INFO flwr 2024-04-29 00:20:44,772 | server.py:79 | Done setting weights to the blockchain
FL-experiment | INFO flwr 2024-04-29 00:20:44,791 | server.py:86 | Start saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-04-29 00:20:45,048 | server.py:95 | File: storage/aggregated_model_6c72045b-5933-4680-a627-1d8d65cf0c86.pkl IPFS file hash: QmZ1tnHguTFVfzxTj7CCSQLk5ct7boJbtDr5HZC2hnYete
FL-experiment | INFO flwr 2024-04-29 00:20:45,048 | server.py:98 | Done saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-04-29 00:20:45,049 | server.py:173 | evaluate_round 3: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-29 00:20:48,977 | server.py:187 | evaluate_round 3 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 00:20:48,977 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-29 00:20:48,977 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-29 00:20:48,977 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.44155}, Aggregated loss: 483.10044860839844, IPFS hash: QmZ1tnHguTFVfzxTj7CCSQLk5ct7boJbtDr5HZC2hnYete
FL-experiment | INFO flwr 2024-04-29 00:20:48,977 | server.py:126 | Start setting aggregated model to the blockchain round=3
FL-experiment | INFO flwr 2024-04-29 00:21:34,894 | server.py:129 | Done setting aggregated model to the blockchain round=3
FL-experiment | INFO flwr 2024-04-29 00:21:34,894 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-29 00:21:34,894 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-29 00:21:34,894 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-29 00:21:34,895 | server.py:222 | fit_round 4: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-29 00:21:34,901 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-29 00:21:34,902 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-29 00:21:34,903 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-29 00:21:34,904 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-29 00:21:34,905 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 00:21:34,907 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-29 00:21:34,907 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 00:21:34,909 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 00:21:34,909 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 00:21:34,909 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 00:22:23,666 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-29 00:22:23,863 | client.py:149 | Done Training client=4
FL-experiment | INFO flwr 2024-04-29 00:22:23,935 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-29 00:22:23,938 | client.py:149 | Done Training client=3
FL-experiment | INFO flwr 2024-04-29 00:22:24,003 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-29 00:22:24,112 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 00:22:24,162 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-29 00:22:24,202 | client.py:149 | Done Training client=5
FL-experiment | INFO flwr 2024-04-29 00:22:24,203 | client.py:149 | Done Training client=6
FL-experiment | INFO flwr 2024-04-29 00:22:24,361 | client.py:149 | Done Training client=7
