FL-experiment | INFO flwr 2024-04-29 21:11:12,598 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=5, NUM_ROUNDS=10,
FL-experiment | WARNING flwr 2024-04-29 21:13:04,996 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | INFO flwr 2024-04-29 21:13:04,997 | server.py:86 | Start saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 21:13:05,128 | server.py:95 | File: storage/aggregated_model_66fc6e3d-8a78-49fa-b56a-c35a8778a773.pkl IPFS file hash: QmUAmYEnoFqxFM8buw32nSnYAJJQkZ45E1XWyQdEr3qoPk
FL-experiment | INFO flwr 2024-04-29 21:13:05,129 | server.py:98 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-29 21:13:05,129 | server.py:173 | evaluate_round 1: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-04-29 21:13:07,620 | server.py:187 | evaluate_round 1 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 21:13:07,620 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-29 21:13:07,620 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-29 21:13:07,620 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.19406}, Aggregated loss: 701.3338256835938, IPFS hash: QmUAmYEnoFqxFM8buw32nSnYAJJQkZ45E1XWyQdEr3qoPk
FL-experiment | INFO flwr 2024-04-29 21:13:07,620 | server.py:111 | Start sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-29 21:13:07,620 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmUAmYEnoFqxFM8buw32nSnYAJJQkZ45E1XWyQdEr3qoPk,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:07,967 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmUAmYEnoFqxFM8buw32nSnYAJJQkZ45E1XWyQdEr3qoPk,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:08,319 | server.py:114 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,QmUAmYEnoFqxFM8buw32nSnYAJJQkZ45E1XWyQdEr3qoPk,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:08,675 | server.py:114 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,QmUAmYEnoFqxFM8buw32nSnYAJJQkZ45E1XWyQdEr3qoPk,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:09,028 | server.py:114 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,QmUAmYEnoFqxFM8buw32nSnYAJJQkZ45E1XWyQdEr3qoPk,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:09,383 | server.py:123 | Done sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-29 21:13:09,384 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-29 21:13:09,384 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-29 21:13:09,384 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-29 21:13:09,384 | server.py:222 | fit_round 2: strategy sampled 5 clients (out of 5)
FL-experiment | INFO flwr 2024-04-29 21:13:09,406 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 21:13:09,407 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-29 21:13:09,409 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 21:13:09,411 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 21:13:09,412 | client.py:128 | Start Training client=2
FL-experiment | DEBUG flwr 2024-04-29 21:13:39,941 | client.py:139 | File: storage/updated_weights_3_2871687b-2a0c-45ae-b239-9ec15badd7ad.pkl IPFS file hash: QmXRYPWwrYdKTYDxVx262uxTu71t2xBgHQAfqVkFbzJV89
FL-experiment | INFO flwr 2024-04-29 21:13:39,942 | client.py:141 | Start sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-29 21:13:39,942 | client.py:144 | PERUN REQUEST: Setting weight client=3, REQ=set,peer_5,1,10,QmXRYPWwrYdKTYDxVx262uxTu71t2xBgHQAfqVkFbzJV89,0,0
FL-experiment | INFO flwr 2024-04-29 21:13:39,960 | client.py:146 | Done sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-29 21:13:39,960 | client.py:149 | Done Training client=3
FL-experiment | DEBUG flwr 2024-04-29 21:13:40,441 | client.py:139 | File: storage/updated_weights_2_89f33f4d-a5ef-4726-a7b3-0c52ef79aec4.pkl IPFS file hash: QmWq86VyrfjmshprwB9246RjBEHCQqigtcwwqmWSzBGMW3
FL-experiment | INFO flwr 2024-04-29 21:13:40,441 | client.py:141 | Start sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-29 21:13:40,441 | client.py:144 | PERUN REQUEST: Setting weight client=2, REQ=set,peer_5,1,10,QmWq86VyrfjmshprwB9246RjBEHCQqigtcwwqmWSzBGMW3,0,0
FL-experiment | INFO flwr 2024-04-29 21:13:40,489 | client.py:146 | Done sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-29 21:13:40,489 | client.py:149 | Done Training client=2
FL-experiment | DEBUG flwr 2024-04-29 21:13:40,619 | client.py:139 | File: storage/updated_weights_1_28cc5802-a36b-4bed-a825-ab597aef7513.pkl IPFS file hash: QmdYovoFer6XTwzihj8sdpH922XvgTRp1tjHWrKKJkkzBG
FL-experiment | INFO flwr 2024-04-29 21:13:40,619 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 21:13:40,619 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_5,1,10,QmdYovoFer6XTwzihj8sdpH922XvgTRp1tjHWrKKJkkzBG,0,0
FL-experiment | INFO flwr 2024-04-29 21:13:40,777 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 21:13:40,777 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-29 21:13:40,839 | client.py:139 | File: storage/updated_weights_4_9cd89324-9293-4cec-95e7-a335fdf55e07.pkl IPFS file hash: QmNPNiGi3NJsNzbXhydWoVAYGoG2nvei1jfbPdHwrou6z3
FL-experiment | DEBUG flwr 2024-04-29 21:13:40,839 | client.py:139 | File: storage/updated_weights_0_1536a9ed-8971-4973-954f-a0e62c613fdf.pkl IPFS file hash: Qmatk8vaDhQ6UAFDRTVHUH4cxe9NAtuGAKpuyZRtYv2QDJ
FL-experiment | INFO flwr 2024-04-29 21:13:40,839 | client.py:141 | Start sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-29 21:13:40,839 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 21:13:40,839 | client.py:144 | PERUN REQUEST: Setting weight client=4, REQ=set,peer_5,1,10,QmNPNiGi3NJsNzbXhydWoVAYGoG2nvei1jfbPdHwrou6z3,0,0
FL-experiment | INFO flwr 2024-04-29 21:13:40,840 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_5,1,10,Qmatk8vaDhQ6UAFDRTVHUH4cxe9NAtuGAKpuyZRtYv2QDJ,0,0
FL-experiment | INFO flwr 2024-04-29 21:13:40,889 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 21:13:40,889 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-29 21:13:40,908 | client.py:146 | Done sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-29 21:13:40,908 | client.py:149 | Done Training client=4
FL-experiment | DEBUG flwr 2024-04-29 21:13:40,911 | server.py:236 | fit_round 2 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 21:13:40,912 | server.py:65 | Start Aggregating round=2
FL-experiment | INFO flwr 2024-04-29 21:13:40,918 | server.py:86 | Start saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-04-29 21:13:41,087 | server.py:95 | File: storage/aggregated_model_ae2d5f86-e294-4952-8402-303be22f06e6.pkl IPFS file hash: QmdeGWu3tGKVUT1cbhhdsmwAR3dBndQ9pSBhPrN74NfW51
FL-experiment | INFO flwr 2024-04-29 21:13:41,088 | server.py:98 | Done saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-04-29 21:13:41,089 | server.py:173 | evaluate_round 2: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-04-29 21:13:43,586 | server.py:187 | evaluate_round 2 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 21:13:43,586 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-29 21:13:43,586 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-29 21:13:43,586 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.31332}, Aggregated loss: 588.1807983398437, IPFS hash: QmdeGWu3tGKVUT1cbhhdsmwAR3dBndQ9pSBhPrN74NfW51
FL-experiment | INFO flwr 2024-04-29 21:13:43,586 | server.py:111 | Start sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-04-29 21:13:43,586 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmdeGWu3tGKVUT1cbhhdsmwAR3dBndQ9pSBhPrN74NfW51,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:43,933 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmdeGWu3tGKVUT1cbhhdsmwAR3dBndQ9pSBhPrN74NfW51,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:44,286 | server.py:114 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,QmdeGWu3tGKVUT1cbhhdsmwAR3dBndQ9pSBhPrN74NfW51,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:44,640 | server.py:114 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,QmdeGWu3tGKVUT1cbhhdsmwAR3dBndQ9pSBhPrN74NfW51,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:44,992 | server.py:114 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,QmdeGWu3tGKVUT1cbhhdsmwAR3dBndQ9pSBhPrN74NfW51,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:13:45,347 | server.py:123 | Done sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-04-29 21:13:45,348 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-29 21:13:45,348 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-29 21:13:45,348 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-29 21:13:45,349 | server.py:222 | fit_round 3: strategy sampled 5 clients (out of 5)
FL-experiment | INFO flwr 2024-04-29 21:13:45,372 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-29 21:13:45,372 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-29 21:13:45,377 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-29 21:13:45,379 | client.py:128 | Start Training client=4
FL-experiment | INFO flwr 2024-04-29 21:13:45,383 | client.py:128 | Start Training client=1
FL-experiment | DEBUG flwr 2024-04-29 21:14:14,417 | client.py:139 | File: storage/updated_weights_0_7dd63474-0a35-4e04-b26c-792fdebb948b.pkl IPFS file hash: QmaT2b4YS1DvFzdjcy2SkS3MsLv2BnkLaCZAWg3o9nmevm
FL-experiment | INFO flwr 2024-04-29 21:14:14,417 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 21:14:14,417 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_5,1,10,QmaT2b4YS1DvFzdjcy2SkS3MsLv2BnkLaCZAWg3o9nmevm,0,0
FL-experiment | INFO flwr 2024-04-29 21:14:14,463 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-29 21:14:14,463 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-29 21:14:14,696 | client.py:139 | File: storage/updated_weights_2_28618379-f12f-4418-a66e-c3eabe305a78.pkl IPFS file hash: QmamMzyKV3dXCXYKhYQwuu54hxiZYodQRfeL5Yu3qANFTo
FL-experiment | INFO flwr 2024-04-29 21:14:14,696 | client.py:141 | Start sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-29 21:14:14,696 | client.py:144 | PERUN REQUEST: Setting weight client=2, REQ=set,peer_5,1,10,QmamMzyKV3dXCXYKhYQwuu54hxiZYodQRfeL5Yu3qANFTo,0,0
FL-experiment | INFO flwr 2024-04-29 21:14:14,747 | client.py:146 | Done sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-29 21:14:14,747 | client.py:149 | Done Training client=2
FL-experiment | DEBUG flwr 2024-04-29 21:14:14,766 | client.py:139 | File: storage/updated_weights_1_4a12604d-a16b-4e33-80cb-445ed225bb85.pkl IPFS file hash: QmdptVotpEPYcgkfY4Nc611bj13hqm8crKZbJsfeLG7gvf
FL-experiment | INFO flwr 2024-04-29 21:14:14,766 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 21:14:14,766 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_5,1,10,QmdptVotpEPYcgkfY4Nc611bj13hqm8crKZbJsfeLG7gvf,0,0
FL-experiment | INFO flwr 2024-04-29 21:14:14,922 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-29 21:14:14,922 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-29 21:14:15,165 | client.py:139 | File: storage/updated_weights_3_ebb80349-8196-4d2f-95ff-bea837624c11.pkl IPFS file hash: QmPGKcPDiKoF2D9GS3PNiEEKqDCvAxHYgdZMC7C4bLTrDq
FL-experiment | INFO flwr 2024-04-29 21:14:15,165 | client.py:141 | Start sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-29 21:14:15,165 | client.py:144 | PERUN REQUEST: Setting weight client=3, REQ=set,peer_5,1,10,QmPGKcPDiKoF2D9GS3PNiEEKqDCvAxHYgdZMC7C4bLTrDq,0,0
FL-experiment | INFO flwr 2024-04-29 21:14:15,178 | client.py:146 | Done sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-29 21:14:15,178 | client.py:149 | Done Training client=3
FL-experiment | DEBUG flwr 2024-04-29 21:14:15,344 | client.py:139 | File: storage/updated_weights_4_f3569bb4-e2cc-4919-b966-f34d25d489ae.pkl IPFS file hash: Qme73UJDmxAUaUp3AQ6Yyft5zhUmLgdZUBCFu6efpq5unh
FL-experiment | INFO flwr 2024-04-29 21:14:15,345 | client.py:141 | Start sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-29 21:14:15,345 | client.py:144 | PERUN REQUEST: Setting weight client=4, REQ=set,peer_5,1,10,Qme73UJDmxAUaUp3AQ6Yyft5zhUmLgdZUBCFu6efpq5unh,0,0
FL-experiment | INFO flwr 2024-04-29 21:14:15,413 | client.py:146 | Done sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-29 21:14:15,414 | client.py:149 | Done Training client=4
FL-experiment | DEBUG flwr 2024-04-29 21:14:15,432 | server.py:236 | fit_round 3 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 21:14:15,432 | server.py:65 | Start Aggregating round=3
FL-experiment | INFO flwr 2024-04-29 21:14:15,443 | server.py:86 | Start saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-04-29 21:14:15,567 | server.py:95 | File: storage/aggregated_model_ebe31834-5bb9-4fed-b184-d7720fefca05.pkl IPFS file hash: QmacKBK14DkQymNktsGHWXSo11afaAKoXoVdA83zkAiTtm
FL-experiment | INFO flwr 2024-04-29 21:14:15,567 | server.py:98 | Done saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-04-29 21:14:15,567 | server.py:173 | evaluate_round 3: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-04-29 21:14:18,088 | server.py:187 | evaluate_round 3 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-04-29 21:14:18,089 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-29 21:14:18,089 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-29 21:14:18,089 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.41688}, Aggregated loss: 501.00701904296875, IPFS hash: QmacKBK14DkQymNktsGHWXSo11afaAKoXoVdA83zkAiTtm
FL-experiment | INFO flwr 2024-04-29 21:14:18,089 | server.py:111 | Start sending aggregated model to perun nodes round=3
FL-experiment | INFO flwr 2024-04-29 21:14:18,089 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmacKBK14DkQymNktsGHWXSo11afaAKoXoVdA83zkAiTtm,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:14:18,438 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmacKBK14DkQymNktsGHWXSo11afaAKoXoVdA83zkAiTtm,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:14:18,794 | server.py:114 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,QmacKBK14DkQymNktsGHWXSo11afaAKoXoVdA83zkAiTtm,10,0,0,99
FL-experiment | INFO flwr 2024-04-29 21:14:19,147 | server.py:114 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,QmacKBK14DkQymNktsGHWXSo11afaAKoXoVdA83zkAiTtm,10,0,0,99
