FL-experiment | INFO flwr 2024-03-07 03:28:16,320 | main.py:37 | Config: INCENTIVES_ON=True, IPFS_ON=True, NUM_CLIENTS=2, NUM_ROUNDS=3
FL-experiment | DEBUG flwr 2024-03-07 03:28:50,966 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-03-07 03:28:50,967 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-03-07 03:28:50,975 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-03-07 03:28:50,975 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-03-07 03:28:50,975 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-03-07 03:28:51,071 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-03-07 03:28:51,072 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-03-07 03:28:51,073 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-03-07 03:28:51,073 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-03-07 03:28:51,074 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-03-07 03:28:51,076 | client.py:126 | Start Training client=0
FL-experiment | INFO flwr 2024-03-07 03:28:51,082 | client.py:126 | Start Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:29:10,247 | client.py:137 | File: storage/updated_weights_0_12d484d8-24bd-4454-b70d-0fceb55de196.pkl IPFS file hash: QmYEEfxWs3aRG3L8sQSzmsLcFECZi72sfBhCV6axLck774
FL-experiment | INFO flwr 2024-03-07 03:29:10,248 | client.py:139 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:29:10,248 | client.py:142 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:29:10,253 | client.py:144 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:29:10,253 | client.py:147 | Done Training client=0
FL-experiment | DEBUG flwr 2024-03-07 03:29:10,260 | client.py:137 | File: storage/updated_weights_1_c52ad46a-96b4-4b64-9f04-28d19639f6d8.pkl IPFS file hash: QmUL947FtjoVWcuGWuXAMe8KuYoxLM4FYGUnJ1XVZjjSjb
FL-experiment | INFO flwr 2024-03-07 03:29:10,260 | client.py:139 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:29:10,260 | client.py:142 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:29:10,266 | client.py:144 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:29:10,266 | client.py:147 | Done Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:29:10,268 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:29:10,268 | server.py:52 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-03-07 03:29:10,270 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | INFO flwr 2024-03-07 03:29:10,270 | server.py:58 | Start saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-03-07 03:29:10,285 | server.py:67 | File: storage/aggregated_model_a9993429-ba7f-452a-ae57-10cec558f0fd.pkl IPFS file hash: QmYeb6sUjKWfUgYKDpgnSvTCnjo3mjvFZcjvMWtFxQtxFB
FL-experiment | INFO flwr 2024-03-07 03:29:10,285 | server.py:70 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-03-07 03:29:10,285 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-03-07 03:29:12,079 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:29:12,079 | server.py:77 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-03-07 03:29:12,079 | server.py:79 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-03-07 03:29:12,079 | server.py:80 | Round: 1, Aggregated accuracy: {'accuracy': 0.2311}, Aggregated loss: 672.7520446777344, IPFS hash: QmYeb6sUjKWfUgYKDpgnSvTCnjo3mjvFZcjvMWtFxQtxFB
FL-experiment | INFO flwr 2024-03-07 03:29:12,079 | server.py:83 | Start sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-03-07 03:29:12,079 | server.py:86 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:29:12,084 | server.py:86 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:29:12,090 | server.py:93 | Done sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-03-07 03:29:12,090 | server.py:95 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-03-07 03:29:12,091 | server.py:96 | Done Round=1
FL-experiment | INFO flwr 2024-03-07 03:29:12,091 | server.py:98 | Start Round=2
FL-experiment | DEBUG flwr 2024-03-07 03:29:12,091 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-03-07 03:29:12,093 | client.py:126 | Start Training client=1
FL-experiment | INFO flwr 2024-03-07 03:29:12,094 | client.py:126 | Start Training client=0
FL-experiment | DEBUG flwr 2024-03-07 03:29:31,126 | client.py:137 | File: storage/updated_weights_0_5b915169-1ae1-4397-9e2a-800c906b62f2.pkl IPFS file hash: QmPk2LqBCjpvs4AqMtLVQGycL4skWZL2S1LvgMerVDxPgF
FL-experiment | INFO flwr 2024-03-07 03:29:31,126 | client.py:139 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:29:31,126 | client.py:142 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:29:31,135 | client.py:144 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:29:31,135 | client.py:147 | Done Training client=0
FL-experiment | DEBUG flwr 2024-03-07 03:29:31,137 | client.py:137 | File: storage/updated_weights_1_4437ce7f-f1eb-40c2-9623-7eec61624e0b.pkl IPFS file hash: Qmb8y2Ru3g2Y7hWTTXUehqxR9JCH4uQJ1EFd95bG8Q2Zqm
FL-experiment | INFO flwr 2024-03-07 03:29:31,137 | client.py:139 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:29:31,137 | client.py:142 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:29:31,146 | client.py:144 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:29:31,146 | client.py:147 | Done Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:29:31,147 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:29:31,148 | server.py:52 | Start Aggregating round=2
FL-experiment | INFO flwr 2024-03-07 03:29:31,150 | server.py:58 | Start saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-03-07 03:29:31,165 | server.py:67 | File: storage/aggregated_model_3b970fb4-f83d-445a-941b-8ef14df2d61a.pkl IPFS file hash: QmbyLKvLP3vczo5eYkR7eUP7QwTz7965vBerSag5iR8N8d
FL-experiment | INFO flwr 2024-03-07 03:29:31,165 | server.py:70 | Done saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-03-07 03:29:31,165 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-03-07 03:29:32,950 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:29:32,950 | server.py:77 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-03-07 03:29:32,950 | server.py:79 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-03-07 03:29:32,950 | server.py:80 | Round: 2, Aggregated accuracy: {'accuracy': 0.2908}, Aggregated loss: 593.2560119628906, IPFS hash: QmbyLKvLP3vczo5eYkR7eUP7QwTz7965vBerSag5iR8N8d
FL-experiment | INFO flwr 2024-03-07 03:29:32,950 | server.py:83 | Start sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-03-07 03:29:32,950 | server.py:86 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:29:32,954 | server.py:86 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:29:32,957 | server.py:93 | Done sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-03-07 03:29:32,957 | server.py:95 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-03-07 03:29:32,957 | server.py:96 | Done Round=2
FL-experiment | INFO flwr 2024-03-07 03:29:32,957 | server.py:98 | Start Round=3
FL-experiment | DEBUG flwr 2024-03-07 03:29:32,957 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-03-07 03:29:32,960 | client.py:126 | Start Training client=0
FL-experiment | INFO flwr 2024-03-07 03:29:32,961 | client.py:126 | Start Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:29:52,061 | client.py:137 | File: storage/updated_weights_1_fa49d061-15cb-4ee3-a9fc-24338731f559.pkl IPFS file hash: Qmc5WczNrXCx9Awva9kdcqQRvpKzBVom72nYFZThV1wRoP
FL-experiment | INFO flwr 2024-03-07 03:29:52,061 | client.py:139 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:29:52,061 | client.py:142 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_2,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:29:52,068 | client.py:144 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:29:52,068 | client.py:147 | Done Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:29:52,095 | client.py:137 | File: storage/updated_weights_0_f773b6f4-a9c9-405e-b6cc-948999411455.pkl IPFS file hash: QmWXhGJWwo8eLG2u5GhJKo3HrXvcxPYoAMedhiXbatop22
FL-experiment | INFO flwr 2024-03-07 03:29:52,095 | client.py:139 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:29:52,095 | client.py:142 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_2,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:29:52,100 | client.py:144 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:29:52,100 | client.py:147 | Done Training client=0
FL-experiment | DEBUG flwr 2024-03-07 03:29:52,101 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:29:52,101 | server.py:52 | Start Aggregating round=3
FL-experiment | INFO flwr 2024-03-07 03:29:52,104 | server.py:58 | Start saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-03-07 03:29:52,116 | server.py:67 | File: storage/aggregated_model_d88575ae-df28-4210-891f-b8978cf9a621.pkl IPFS file hash: QmZhTYtqJwoVg174bEzczquxRr6xNNYYMM4YwvNfBhr9Mh
FL-experiment | INFO flwr 2024-03-07 03:29:52,116 | server.py:70 | Done saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-03-07 03:29:52,116 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-03-07 03:29:53,895 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:29:53,895 | server.py:77 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-03-07 03:29:53,895 | server.py:79 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-03-07 03:29:53,895 | server.py:80 | Round: 3, Aggregated accuracy: {'accuracy': 0.38115}, Aggregated loss: 529.8128051757812, IPFS hash: QmZhTYtqJwoVg174bEzczquxRr6xNNYYMM4YwvNfBhr9Mh
FL-experiment | INFO flwr 2024-03-07 03:29:53,895 | server.py:83 | Start sending aggregated model to perun nodes round=3
FL-experiment | INFO flwr 2024-03-07 03:29:53,895 | server.py:86 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:29:53,900 | server.py:86 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | server.py:93 | Done sending aggregated model to perun nodes round=3
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | server.py:95 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | server.py:96 | Done Round=3
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | server.py:153 | FL finished in 62.929613415999995
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | app.py:226 | app_fit: losses_distributed [(1, 672.7520446777344), (2, 593.2560119628906), (3, 529.8128051757812)]
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.2311), (2, 0.2908), (3, 0.38115)]}
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-03-07 03:29:53,905 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-03-07 03:29:53,907 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-03-07 03:29:53,908 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-03-07 03:29:53,908 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-03-07 03:29:53,908 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-03-07 03:29:55,660 | main.py:50 | Start settling channels
FL-experiment | INFO flwr 2024-03-07 03:30:53,589 | main.py:52 | Done settling channels
FL-experiment | INFO flwr 2024-03-07 03:30:53,590 | main.py:54 | Done Experiment
