FL-experiment | INFO flwr 2024-03-07 03:51:50,361 | main.py:37 | Config: INCENTIVES_ON=True, IPFS_ON=True, NUM_CLIENTS=5, NUM_ROUNDS=3
FL-experiment | INFO flwr 2024-03-07 03:53:41,165 | server.py:70 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-03-07 03:53:41,165 | server.py:173 | evaluate_round 1: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-03-07 03:53:43,248 | server.py:187 | evaluate_round 1 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:53:43,248 | server.py:77 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-03-07 03:53:43,248 | server.py:79 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-03-07 03:53:43,248 | server.py:80 | Round: 1, Aggregated accuracy: {'accuracy': 0.18758}, Aggregated loss: 685.530908203125, IPFS hash: QmQA99ipFuK6WXd8W4A6bRzWZEVsTkepX4enKn9T6mVpY7
FL-experiment | INFO flwr 2024-03-07 03:53:43,248 | server.py:83 | Start sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-03-07 03:53:43,248 | server.py:86 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:53:43,258 | server.py:86 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:53:43,263 | server.py:86 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:53:43,268 | server.py:86 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:53:43,273 | server.py:86 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:53:43,275 | server.py:93 | Done sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-03-07 03:53:43,275 | server.py:95 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-03-07 03:53:43,275 | server.py:96 | Done Round=1
FL-experiment | INFO flwr 2024-03-07 03:53:43,275 | server.py:98 | Start Round=2
FL-experiment | DEBUG flwr 2024-03-07 03:53:43,275 | server.py:222 | fit_round 2: strategy sampled 5 clients (out of 5)
FL-experiment | INFO flwr 2024-03-07 03:53:43,278 | client.py:126 | Start Training client=4
FL-experiment | INFO flwr 2024-03-07 03:53:43,278 | client.py:126 | Start Training client=2
FL-experiment | INFO flwr 2024-03-07 03:53:43,279 | client.py:126 | Start Training client=1
FL-experiment | INFO flwr 2024-03-07 03:53:43,279 | client.py:126 | Start Training client=0
FL-experiment | INFO flwr 2024-03-07 03:53:43,280 | client.py:126 | Start Training client=3
FL-experiment | DEBUG flwr 2024-03-07 03:54:08,624 | client.py:137 | File: storage/updated_weights_1_318a6c72-444a-4731-81a7-bf92a538ad0d.pkl IPFS file hash: Qmew3Sgn5keyjHCT5MBRjyHPmscpFSM88ZJEh39BEEC4HV
FL-experiment | INFO flwr 2024-03-07 03:54:08,624 | client.py:139 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:54:08,624 | client.py:142 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:08,630 | client.py:144 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:54:08,630 | client.py:147 | Done Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:54:11,167 | client.py:137 | File: storage/updated_weights_4_71c7f131-f649-4142-be1e-db6febbd66ea.pkl IPFS file hash: QmSv6f6Quus1NScaexa7yBZbxEn2YjVLVVQMckwAWdNEWd
FL-experiment | INFO flwr 2024-03-07 03:54:11,167 | client.py:139 | Start sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-03-07 03:54:11,167 | client.py:142 | PERUN REQUEST: Setting weight client=4, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:11,172 | client.py:144 | Done sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-03-07 03:54:11,172 | client.py:147 | Done Training client=4
FL-experiment | DEBUG flwr 2024-03-07 03:54:11,177 | client.py:137 | File: storage/updated_weights_2_1818cfe7-c185-4edf-811a-adbbcb511cad.pkl IPFS file hash: QmZ72dLU2PLokrfydycBJg7BCFq728qi4m5RdQDwfCsrna
FL-experiment | INFO flwr 2024-03-07 03:54:11,177 | client.py:139 | Start sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-03-07 03:54:11,177 | client.py:142 | PERUN REQUEST: Setting weight client=2, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:11,184 | client.py:144 | Done sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-03-07 03:54:11,184 | client.py:147 | Done Training client=2
FL-experiment | DEBUG flwr 2024-03-07 03:54:11,316 | client.py:137 | File: storage/updated_weights_0_70c3f525-7473-4654-80ee-1f2654e96168.pkl IPFS file hash: QmYS8KzrkQgg5Vua8hZk5uS5PWDVUV449x8sJgxPMLBDzg
FL-experiment | INFO flwr 2024-03-07 03:54:11,316 | client.py:139 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:54:11,316 | client.py:142 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:11,321 | client.py:144 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:54:11,321 | client.py:147 | Done Training client=0
FL-experiment | DEBUG flwr 2024-03-07 03:54:11,353 | client.py:137 | File: storage/updated_weights_3_232edfdb-7fc0-48b5-929a-d158fc700dae.pkl IPFS file hash: QmeNP5tRS5BQ8dn2izhjo2A8VKfBb47cDELcbt5PZFrwoB
FL-experiment | INFO flwr 2024-03-07 03:54:11,353 | client.py:139 | Start sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-03-07 03:54:11,353 | client.py:142 | PERUN REQUEST: Setting weight client=3, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:11,363 | client.py:144 | Done sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-03-07 03:54:11,363 | client.py:147 | Done Training client=3
FL-experiment | DEBUG flwr 2024-03-07 03:54:11,364 | server.py:236 | fit_round 2 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:54:11,364 | server.py:52 | Start Aggregating round=2
FL-experiment | INFO flwr 2024-03-07 03:54:11,369 | server.py:58 | Start saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-03-07 03:54:11,383 | server.py:67 | File: storage/aggregated_model_924d0a47-c1a1-4c30-a7db-81e8037a7652.pkl IPFS file hash: QmRB6WkHWUyEY4QRPCgKLq2NzcLSCifRSmXdVj47g5jnP5
FL-experiment | INFO flwr 2024-03-07 03:54:11,383 | server.py:70 | Done saving aggregated model to storage (round=2)
FL-experiment | DEBUG flwr 2024-03-07 03:54:11,383 | server.py:173 | evaluate_round 2: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-03-07 03:54:13,449 | server.py:187 | evaluate_round 2 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:54:13,449 | server.py:77 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-03-07 03:54:13,449 | server.py:79 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-03-07 03:54:13,449 | server.py:80 | Round: 2, Aggregated accuracy: {'accuracy': 0.30886}, Aggregated loss: 599.7585693359375, IPFS hash: QmRB6WkHWUyEY4QRPCgKLq2NzcLSCifRSmXdVj47g5jnP5
FL-experiment | INFO flwr 2024-03-07 03:54:13,449 | server.py:83 | Start sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-03-07 03:54:13,449 | server.py:86 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:13,454 | server.py:86 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:13,460 | server.py:86 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:13,466 | server.py:86 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:13,471 | server.py:86 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:13,475 | server.py:93 | Done sending aggregated model to perun nodes round=2
FL-experiment | INFO flwr 2024-03-07 03:54:13,476 | server.py:95 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-03-07 03:54:13,476 | server.py:96 | Done Round=2
FL-experiment | INFO flwr 2024-03-07 03:54:13,476 | server.py:98 | Start Round=3
FL-experiment | DEBUG flwr 2024-03-07 03:54:13,476 | server.py:222 | fit_round 3: strategy sampled 5 clients (out of 5)
FL-experiment | INFO flwr 2024-03-07 03:54:13,478 | client.py:126 | Start Training client=2
FL-experiment | INFO flwr 2024-03-07 03:54:13,479 | client.py:126 | Start Training client=4
FL-experiment | INFO flwr 2024-03-07 03:54:13,479 | client.py:126 | Start Training client=3
FL-experiment | INFO flwr 2024-03-07 03:54:13,480 | client.py:126 | Start Training client=0
FL-experiment | INFO flwr 2024-03-07 03:54:13,481 | client.py:126 | Start Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:54:38,037 | client.py:137 | File: storage/updated_weights_1_4af06764-20e3-476d-8a08-e0eb82b76cdd.pkl IPFS file hash: QmZaf52MUzxXurUgzDGBti6M3PB1fB6DydRgW4BEdNv9kt
FL-experiment | INFO flwr 2024-03-07 03:54:38,037 | client.py:139 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:54:38,037 | client.py:142 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:38,042 | client.py:144 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-03-07 03:54:38,042 | client.py:147 | Done Training client=1
FL-experiment | DEBUG flwr 2024-03-07 03:54:38,241 | client.py:137 | File: storage/updated_weights_0_1162d26f-66b8-4f49-a6b4-73369403044c.pkl IPFS file hash: QmWhFjcbcr62MrifsXo6JgbFaMvfLGUxj7MsmMahtRSiwc
FL-experiment | INFO flwr 2024-03-07 03:54:38,241 | client.py:139 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:54:38,241 | client.py:142 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:38,247 | client.py:144 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-03-07 03:54:38,247 | client.py:147 | Done Training client=0
FL-experiment | DEBUG flwr 2024-03-07 03:54:40,935 | client.py:137 | File: storage/updated_weights_3_9307caf6-9e25-4602-b26f-c1e5c351755b.pkl IPFS file hash: QmQbm3i2ioTC5egJZva6VampnQzesHoGpuDwD9ukeAzA4p
FL-experiment | INFO flwr 2024-03-07 03:54:40,935 | client.py:139 | Start sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-03-07 03:54:40,935 | client.py:142 | PERUN REQUEST: Setting weight client=3, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:40,941 | client.py:144 | Done sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-03-07 03:54:40,942 | client.py:147 | Done Training client=3
FL-experiment | DEBUG flwr 2024-03-07 03:54:41,275 | client.py:137 | File: storage/updated_weights_4_52d1151b-d184-4507-b484-bb977b318f1f.pkl IPFS file hash: QmSXqgzCxsWnumR22hSYee878FqbxqyENwsEaYaVgmtb21
FL-experiment | INFO flwr 2024-03-07 03:54:41,275 | client.py:139 | Start sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-03-07 03:54:41,275 | client.py:142 | PERUN REQUEST: Setting weight client=4, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:41,280 | client.py:144 | Done sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-03-07 03:54:41,281 | client.py:147 | Done Training client=4
FL-experiment | DEBUG flwr 2024-03-07 03:54:41,284 | client.py:137 | File: storage/updated_weights_2_3f078138-9b3e-4fd7-8e7b-3ababa9b89f7.pkl IPFS file hash: QmNm79NqmS3bL7RrTZSFirGdeNoRpoQt9M4616vTbzxUwa
FL-experiment | INFO flwr 2024-03-07 03:54:41,284 | client.py:139 | Start sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-03-07 03:54:41,284 | client.py:142 | PERUN REQUEST: Setting weight client=2, REQ=set,peer_5,1,3,10,0,0
FL-experiment | INFO flwr 2024-03-07 03:54:41,289 | client.py:144 | Done sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-03-07 03:54:41,289 | client.py:147 | Done Training client=2
FL-experiment | DEBUG flwr 2024-03-07 03:54:41,291 | server.py:236 | fit_round 3 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:54:41,291 | server.py:52 | Start Aggregating round=3
FL-experiment | INFO flwr 2024-03-07 03:54:41,295 | server.py:58 | Start saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-03-07 03:54:41,312 | server.py:67 | File: storage/aggregated_model_93dd728a-d2b4-422f-9925-ac9ae905ef92.pkl IPFS file hash: QmZp8GSktiRNw4KG9t2inxzt1sBS9jhuubs7Go67GxxqXx
FL-experiment | INFO flwr 2024-03-07 03:54:41,312 | server.py:70 | Done saving aggregated model to storage (round=3)
FL-experiment | DEBUG flwr 2024-03-07 03:54:41,312 | server.py:173 | evaluate_round 3: strategy sampled 5 clients (out of 5)
FL-experiment | DEBUG flwr 2024-03-07 03:54:43,329 | server.py:187 | evaluate_round 3 received 5 results and 0 failures
FL-experiment | INFO flwr 2024-03-07 03:54:43,329 | server.py:77 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-03-07 03:54:43,329 | server.py:79 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-03-07 03:54:43,329 | server.py:80 | Round: 3, Aggregated accuracy: {'accuracy': 0.38752}, Aggregated loss: 523.5623046875, IPFS hash: QmZp8GSktiRNw4KG9t2inxzt1sBS9jhuubs7Go67GxxqXx
FL-experiment | INFO flwr 2024-03-07 03:54:43,329 | server.py:83 | Start sending aggregated model to perun nodes round=3
FL-experiment | INFO flwr 2024-03-07 03:54:43,329 | server.py:86 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:43,335 | server.py:86 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:43,342 | server.py:86 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:43,347 | server.py:86 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:43,353 | server.py:86 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,1,3,0,0,99
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | server.py:93 | Done sending aggregated model to perun nodes round=3
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | server.py:95 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | server.py:96 | Done Round=3
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | server.py:153 | FL finished in 90.253895833
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | app.py:226 | app_fit: losses_distributed [(1, 685.530908203125), (2, 599.7585693359375), (3, 523.5623046875)]
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.18758), (2, 0.30886), (3, 0.38752)]}
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-03-07 03:54:43,361 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-03-07 03:54:43,369 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-03-07 03:54:43,369 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-03-07 03:54:43,369 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-03-07 03:54:43,369 | app.py:304 | Disconnect and shut down
FL-experiment | DEBUG flwr 2024-03-07 03:54:43,369 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-03-07 03:54:43,369 | app.py:304 | Disconnect and shut down
FL-experiment | DEBUG flwr 2024-03-07 03:54:43,371 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-03-07 03:54:43,371 | app.py:304 | Disconnect and shut down
FL-experiment | DEBUG flwr 2024-03-07 03:54:43,371 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-03-07 03:54:43,371 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-03-07 03:54:55,298 | main.py:50 | Start settling channels
FL-experiment | INFO flwr 2024-03-07 03:57:25,785 | main.py:52 | Done settling channels
FL-experiment | INFO flwr 2024-03-07 03:57:25,786 | main.py:54 | Done Experiment
