FL-experiment | INFO flwr 2024-04-30 01:53:46,511 | main.py:43 | Config: INCENTIVES_ON=True, BCFL=False, IPFS_ON=True, NUM_CLIENTS=10, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-30 01:57:13,604 | client.py:146 | Done sending updated weights to the perun node (client=6)
FL-experiment | INFO flwr 2024-04-30 01:57:13,605 | client.py:149 | Done Training client=6
FL-experiment | DEBUG flwr 2024-04-30 01:57:13,752 | client.py:139 | File: storage/updated_weights_7_5a250447-495f-49f5-9322-f9f4135b84a2.pkl IPFS file hash: QmeZPQp4g9jJRqzXtRmjXxAUQDk3RF1UDmaxgz6QUiKD6C
FL-experiment | INFO flwr 2024-04-30 01:57:13,752 | client.py:141 | Start sending updated weights to the perun node (client=7)
FL-experiment | INFO flwr 2024-04-30 01:57:13,752 | client.py:144 | PERUN REQUEST: Setting weight client=7, REQ=set,peer_10,1,5,QmeZPQp4g9jJRqzXtRmjXxAUQDk3RF1UDmaxgz6QUiKD6C,0,0
FL-experiment | INFO flwr 2024-04-30 01:57:13,812 | client.py:146 | Done sending updated weights to the perun node (client=7)
FL-experiment | INFO flwr 2024-04-30 01:57:13,812 | client.py:149 | Done Training client=7
FL-experiment | DEBUG flwr 2024-04-30 01:57:13,942 | client.py:139 | File: storage/updated_weights_5_9c14f91f-2dd1-4a1b-8808-986ea5544c98.pkl IPFS file hash: QmPkocz1ToCWyPym72FfgQNX7f1hcLrKj7NgtPnqVo6CN1
FL-experiment | INFO flwr 2024-04-30 01:57:13,942 | client.py:141 | Start sending updated weights to the perun node (client=5)
FL-experiment | INFO flwr 2024-04-30 01:57:13,943 | client.py:144 | PERUN REQUEST: Setting weight client=5, REQ=set,peer_10,1,5,QmPkocz1ToCWyPym72FfgQNX7f1hcLrKj7NgtPnqVo6CN1,0,0
FL-experiment | DEBUG flwr 2024-04-30 01:57:13,962 | client.py:139 | File: storage/updated_weights_8_5165a858-6396-423d-a866-996872fc842b.pkl IPFS file hash: QmY3i9K2dfRwGGxYBmHgj8RsizbYhqzV8t11XKtHea3sAm
FL-experiment | INFO flwr 2024-04-30 01:57:13,962 | client.py:141 | Start sending updated weights to the perun node (client=8)
FL-experiment | INFO flwr 2024-04-30 01:57:13,962 | client.py:144 | PERUN REQUEST: Setting weight client=8, REQ=set,peer_10,1,5,QmY3i9K2dfRwGGxYBmHgj8RsizbYhqzV8t11XKtHea3sAm,0,0
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,009 | client.py:139 | File: storage/updated_weights_1_d572af51-e112-42e0-af9a-7e9de41622df.pkl IPFS file hash: QmfSfDb9CsDceDN5T25chaaUXQZBH9QCJarBqr7z8j8mtX
FL-experiment | INFO flwr 2024-04-30 01:57:14,009 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-30 01:57:14,009 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_10,1,5,QmfSfDb9CsDceDN5T25chaaUXQZBH9QCJarBqr7z8j8mtX,0,0
FL-experiment | INFO flwr 2024-04-30 01:57:14,076 | client.py:146 | Done sending updated weights to the perun node (client=8)
FL-experiment | INFO flwr 2024-04-30 01:57:14,076 | client.py:149 | Done Training client=8
FL-experiment | INFO flwr 2024-04-30 01:57:14,113 | client.py:146 | Done sending updated weights to the perun node (client=5)
FL-experiment | INFO flwr 2024-04-30 01:57:14,113 | client.py:149 | Done Training client=5
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,178 | client.py:139 | File: storage/updated_weights_4_7e113b9a-b676-402e-9d46-c3999630388b.pkl IPFS file hash: QmTDzoRZey6Uv2gdcMjiDbMYtHcfbP1WENZU8XpQK9qibk
FL-experiment | INFO flwr 2024-04-30 01:57:14,178 | client.py:141 | Start sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-30 01:57:14,178 | client.py:144 | PERUN REQUEST: Setting weight client=4, REQ=set,peer_10,1,5,QmTDzoRZey6Uv2gdcMjiDbMYtHcfbP1WENZU8XpQK9qibk,0,0
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,207 | client.py:139 | File: storage/updated_weights_2_d46ee3f6-7ec9-4881-90f5-ee9edb998c49.pkl IPFS file hash: QmVKcfnPf7dzMUdgvhZzMphn6AQ5hbmcVTdCJkfeBhYNWW
FL-experiment | INFO flwr 2024-04-30 01:57:14,208 | client.py:141 | Start sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-30 01:57:14,208 | client.py:144 | PERUN REQUEST: Setting weight client=2, REQ=set,peer_10,1,5,QmVKcfnPf7dzMUdgvhZzMphn6AQ5hbmcVTdCJkfeBhYNWW,0,0
FL-experiment | INFO flwr 2024-04-30 01:57:14,218 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-30 01:57:14,219 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,301 | client.py:139 | File: storage/updated_weights_9_ea21137a-07cc-4bf7-ac88-ede0755fb835.pkl IPFS file hash: QmNb6sjxiGjYpBuA266ZPVmQPsBjJnm7cPGDpVtp3a2zei
FL-experiment | INFO flwr 2024-04-30 01:57:14,301 | client.py:141 | Start sending updated weights to the perun node (client=9)
FL-experiment | INFO flwr 2024-04-30 01:57:14,301 | client.py:144 | PERUN REQUEST: Setting weight client=9, REQ=set,peer_10,1,5,QmNb6sjxiGjYpBuA266ZPVmQPsBjJnm7cPGDpVtp3a2zei,0,0
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,309 | client.py:139 | File: storage/updated_weights_3_1499df92-62b7-41e3-87b5-c14bfdccac6f.pkl IPFS file hash: QmVoRZJdvC24xT73yNS7W9gXsQzfbS4DPVXWRRMmh5hapC
FL-experiment | INFO flwr 2024-04-30 01:57:14,309 | client.py:141 | Start sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-30 01:57:14,310 | client.py:144 | PERUN REQUEST: Setting weight client=3, REQ=set,peer_10,1,5,QmVoRZJdvC24xT73yNS7W9gXsQzfbS4DPVXWRRMmh5hapC,0,0
FL-experiment | INFO flwr 2024-04-30 01:57:14,344 | client.py:146 | Done sending updated weights to the perun node (client=3)
FL-experiment | INFO flwr 2024-04-30 01:57:14,344 | client.py:149 | Done Training client=3
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,358 | client.py:139 | File: storage/updated_weights_0_0a828169-6d10-45b8-a566-e9bf43e48252.pkl IPFS file hash: QmUHUphNyzUDjxq2oQ3of74JqaE7NWpDzmy4pDGuJ9tC6x
FL-experiment | INFO flwr 2024-04-30 01:57:14,358 | client.py:141 | Start sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-30 01:57:14,358 | client.py:144 | PERUN REQUEST: Setting weight client=0, REQ=set,peer_10,1,5,QmUHUphNyzUDjxq2oQ3of74JqaE7NWpDzmy4pDGuJ9tC6x,0,0
FL-experiment | INFO flwr 2024-04-30 01:57:14,384 | client.py:146 | Done sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-30 01:57:14,384 | client.py:149 | Done Training client=2
FL-experiment | INFO flwr 2024-04-30 01:57:14,425 | client.py:146 | Done sending updated weights to the perun node (client=0)
FL-experiment | INFO flwr 2024-04-30 01:57:14,425 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-30 01:57:14,455 | client.py:146 | Done sending updated weights to the perun node (client=9)
FL-experiment | INFO flwr 2024-04-30 01:57:14,455 | client.py:149 | Done Training client=9
FL-experiment | INFO flwr 2024-04-30 01:57:14,522 | client.py:146 | Done sending updated weights to the perun node (client=4)
FL-experiment | INFO flwr 2024-04-30 01:57:14,522 | client.py:149 | Done Training client=4
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,525 | server.py:236 | fit_round 1 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-30 01:57:14,525 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-30 01:57:14,538 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | INFO flwr 2024-04-30 01:57:14,538 | server.py:86 | Start saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,742 | server.py:95 | File: storage/aggregated_model_030268cf-2e7d-4e6b-b3a8-19d57ebe1813.pkl IPFS file hash: QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq
FL-experiment | INFO flwr 2024-04-30 01:57:14,743 | server.py:98 | Done saving aggregated model to storage (round=1)
FL-experiment | DEBUG flwr 2024-04-30 01:57:14,743 | server.py:173 | evaluate_round 1: strategy sampled 10 clients (out of 10)
FL-experiment | DEBUG flwr 2024-04-30 01:57:18,642 | server.py:187 | evaluate_round 1 received 10 results and 0 failures
FL-experiment | INFO flwr 2024-04-30 01:57:18,642 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-30 01:57:18,642 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-30 01:57:18,642 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.24641}, Aggregated loss: 642.3377685546875, IPFS hash: QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq
FL-experiment | INFO flwr 2024-04-30 01:57:18,642 | server.py:111 | Start sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-30 01:57:18,642 | server.py:114 | PERUN REQUEST: Setting model with peer_0, REQ=set,peer_0,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:18,808 | server.py:114 | PERUN REQUEST: Setting model with peer_1, REQ=set,peer_1,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:18,974 | server.py:114 | PERUN REQUEST: Setting model with peer_2, REQ=set,peer_2,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:19,146 | server.py:114 | PERUN REQUEST: Setting model with peer_3, REQ=set,peer_3,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:19,327 | server.py:114 | PERUN REQUEST: Setting model with peer_4, REQ=set,peer_4,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:19,497 | server.py:114 | PERUN REQUEST: Setting model with peer_5, REQ=set,peer_5,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:19,668 | server.py:114 | PERUN REQUEST: Setting model with peer_6, REQ=set,peer_6,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:19,840 | server.py:114 | PERUN REQUEST: Setting model with peer_7, REQ=set,peer_7,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:20,014 | server.py:114 | PERUN REQUEST: Setting model with peer_8, REQ=set,peer_8,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:20,186 | server.py:114 | PERUN REQUEST: Setting model with peer_9, REQ=set,peer_9,QmYHaUX6kFJ1Ju3dwKTVA3U9rNXAdcnxtfCV7u5JdoqbPq,5,0,0,99
FL-experiment | INFO flwr 2024-04-30 01:57:20,359 | server.py:123 | Done sending aggregated model to perun nodes round=1
FL-experiment | INFO flwr 2024-04-30 01:57:20,361 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-30 01:57:20,361 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-30 01:57:20,362 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-30 01:57:20,370 | server.py:222 | fit_round 2: strategy sampled 10 clients (out of 10)
FL-experiment | INFO flwr 2024-04-30 01:57:20,381 | client.py:128 | Start Training client=8
FL-experiment | INFO flwr 2024-04-30 01:57:20,381 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-30 01:57:20,382 | client.py:128 | Start Training client=7
FL-experiment | INFO flwr 2024-04-30 01:57:20,384 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-30 01:57:20,386 | client.py:128 | Start Training client=5
FL-experiment | INFO flwr 2024-04-30 01:57:20,388 | client.py:128 | Start Training client=2
FL-experiment | INFO flwr 2024-04-30 01:57:20,385 | client.py:128 | Start Training client=9
FL-experiment | INFO flwr 2024-04-30 01:57:20,388 | client.py:128 | Start Training client=6
FL-experiment | INFO flwr 2024-04-30 01:57:20,389 | client.py:128 | Start Training client=3
FL-experiment | INFO flwr 2024-04-30 01:57:20,390 | client.py:128 | Start Training client=4
FL-experiment | DEBUG flwr 2024-04-30 01:58:14,655 | client.py:139 | File: storage/updated_weights_1_3b1d3efb-9c07-49e4-a31c-73dd3cc9a405.pkl IPFS file hash: Qma8wBDwhnCFhRob5dkA3xDJ6Ado6SNPtNvvwfgNC72hfx
FL-experiment | INFO flwr 2024-04-30 01:58:14,656 | client.py:141 | Start sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-30 01:58:14,656 | client.py:144 | PERUN REQUEST: Setting weight client=1, REQ=set,peer_10,1,5,Qma8wBDwhnCFhRob5dkA3xDJ6Ado6SNPtNvvwfgNC72hfx,0,0
FL-experiment | INFO flwr 2024-04-30 01:58:14,850 | client.py:146 | Done sending updated weights to the perun node (client=1)
FL-experiment | INFO flwr 2024-04-30 01:58:14,850 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-30 01:58:14,866 | client.py:139 | File: storage/updated_weights_6_f1afdb97-f1dc-4617-9792-c8d6497b5e05.pkl IPFS file hash: QmSBdGpk4pwiesqJhTeFyUdNt6Ym7AKgWb6pZz26Luj6eT
FL-experiment | INFO flwr 2024-04-30 01:58:14,866 | client.py:141 | Start sending updated weights to the perun node (client=6)
FL-experiment | INFO flwr 2024-04-30 01:58:14,866 | client.py:144 | PERUN REQUEST: Setting weight client=6, REQ=set,peer_10,1,5,QmSBdGpk4pwiesqJhTeFyUdNt6Ym7AKgWb6pZz26Luj6eT,0,0
FL-experiment | INFO flwr 2024-04-30 01:58:14,887 | client.py:146 | Done sending updated weights to the perun node (client=6)
FL-experiment | INFO flwr 2024-04-30 01:58:14,887 | client.py:149 | Done Training client=6
FL-experiment | DEBUG flwr 2024-04-30 01:58:15,006 | client.py:139 | File: storage/updated_weights_8_35bc9e71-7e5f-4607-9ebf-8254a60828eb.pkl IPFS file hash: QmcGXeZeJEAC7hSfY7rQ8fJCfSUWmJEqokAoGjdLQj9Fdr
FL-experiment | INFO flwr 2024-04-30 01:58:15,006 | client.py:141 | Start sending updated weights to the perun node (client=8)
FL-experiment | INFO flwr 2024-04-30 01:58:15,006 | client.py:144 | PERUN REQUEST: Setting weight client=8, REQ=set,peer_10,1,5,QmcGXeZeJEAC7hSfY7rQ8fJCfSUWmJEqokAoGjdLQj9Fdr,0,0
FL-experiment | INFO flwr 2024-04-30 01:58:15,121 | client.py:146 | Done sending updated weights to the perun node (client=8)
FL-experiment | INFO flwr 2024-04-30 01:58:15,121 | client.py:149 | Done Training client=8
FL-experiment | DEBUG flwr 2024-04-30 01:58:15,148 | client.py:139 | File: storage/updated_weights_2_b6de9070-56ea-4b3e-81f6-0994ea78f45e.pkl IPFS file hash: QmcuMmBwLE4tCJBhtmbD3MNCBzUvtUG3MQJhNYPZf9QQGy
FL-experiment | INFO flwr 2024-04-30 01:58:15,148 | client.py:141 | Start sending updated weights to the perun node (client=2)
FL-experiment | INFO flwr 2024-04-30 01:58:15,148 | client.py:144 | PERUN REQUEST: Setting weight client=2, REQ=set,peer_10,1,5,QmcuMmBwLE4tCJBhtmbD3MNCBzUvtUG3MQJhNYPZf9QQGy,0,0
FL-experiment | DEBUG flwr 2024-04-30 01:58:15,181 | client.py:139 | File: storage/updated_weights_7_08c7121e-d1ec-490e-94f2-0cd21f391790.pkl IPFS file hash: QmYeq6pizqmMbP4u988V2iPLsQgag3C7RQJhSjgKSCkKsd
FL-experiment | INFO flwr 2024-04-30 01:58:15,181 | client.py:141 | Start sending updated weights to the perun node (client=7)
FL-experiment | INFO flwr 2024-04-30 01:58:15,181 | client.py:144 | PERUN REQUEST: Setting weight client=7, REQ=set,peer_10,1,5,QmYeq6pizqmMbP4u988V2iPLsQgag3C7RQJhSjgKSCkKsd,0,0
FL-experiment | INFO flwr 2024-04-30 01:58:15,228 | client.py:146 | Done sending updated weights to the perun node (client=7)
FL-experiment | INFO flwr 2024-04-30 01:58:15,228 | client.py:149 | Done Training client=7
FL-experiment | DEBUG flwr 2024-04-30 01:58:15,247 | client.py:139 | File: storage/updated_weights_3_17c349da-1a3a-4b36-a0f0-bf13c1bd93cb.pkl IPFS file hash: QmXoHif9bGPBLN2pHsmQueNSiYZcWsQA9qHYS9jkbSVgng
FL-experiment | INFO flwr 2024-04-30 01:58:15,247 | client.py:141 | Start sending updated weights to the perun node (client=3)
