FL-experiment | INFO flwr 2024-04-23 00:47:36,742 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-23 00:49:12,257 | server.py:132 | Done Round=4
FL-experiment | INFO flwr 2024-04-23 00:49:12,257 | server.py:134 | Start Round=5
FL-experiment | DEBUG flwr 2024-04-23 00:49:12,257 | server.py:222 | fit_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:49:12,259 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:49:12,259 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:49:31,177 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:49:31,304 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:49:31,305 | server.py:236 | fit_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:49:31,306 | server.py:65 | Start Aggregating round=5
FL-experiment | DEBUG flwr 2024-04-23 00:49:31,308 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:49:33,347 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-23 00:49:33,348 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.47865}, Aggregated loss: 452.88206481933594, IPFS hash: storage/aggregated_model_0211b92e-2ebf-4418-a7e3-5544a9cb062a.pkl
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | server.py:153 | FL finished in 107.612745042
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | app.py:226 | app_fit: losses_distributed [(1, 668.6663513183594), (2, 561.1536254882812), (3, 514.3930358886719), (4, 475.9287872314453), (5, 452.88206481933594)]
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.19935), (2, 0.3464), (3, 0.4067), (4, 0.4432), (5, 0.47865)]}
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-04-23 00:49:33,348 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-04-23 00:49:33,351 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-23 00:49:33,351 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-23 00:49:33,351 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:49:33,351 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:49:33,883 | main.py:64 | Done Experiment
FL-experiment | INFO flwr 2024-04-23 00:49:34,305 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-23 00:49:34,305 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-23 00:49:35,893 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-23 00:49:35,893 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL-experiment | INFO flwr 2024-04-23 00:49:35,912 | app.py:176 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-23 00:49:35,912 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-23 00:49:35,912 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:49:43,604 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:49:43,605 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:49:43,606 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 00:49:43,606 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 00:49:43,613 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:49:43,613 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-23 00:49:43,613 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-23 00:49:43,911 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:49:43,913 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:49:43,913 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:49:43,916 | client.py:128 | Start Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:49:43,918 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 00:49:43,921 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:50:02,132 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:50:02,759 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:50:02,760 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:50:02,760 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-23 00:50:02,762 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | DEBUG flwr 2024-04-23 00:50:02,763 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:50:04,612 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:50:04,612 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-23 00:50:04,612 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-23 00:50:04,612 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.22575}, Aggregated loss: 674.5606689453125, IPFS hash: storage/aggregated_model_f0268b57-94af-49dc-9386-b60c19e4559e.pkl
FL-experiment | INFO flwr 2024-04-23 00:50:04,612 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-23 00:50:04,612 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-23 00:50:04,612 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-23 00:50:04,612 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:50:04,614 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:50:04,615 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:50:22,529 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:50:23,050 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:50:23,051 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:50:23,051 | server.py:65 | Start Aggregating round=2
FL-experiment | DEBUG flwr 2024-04-23 00:50:23,053 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:50:24,909 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:50:24,909 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-23 00:50:24,909 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-23 00:50:24,909 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.35925}, Aggregated loss: 550.5361938476562, IPFS hash: storage/aggregated_model_b7188d1f-ebf4-4058-ab86-7102c30b5918.pkl
FL-experiment | INFO flwr 2024-04-23 00:50:24,909 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-23 00:50:24,909 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-23 00:50:24,909 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-23 00:50:24,909 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:50:24,912 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:50:24,912 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:50:42,901 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:50:43,370 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:50:43,371 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:50:43,371 | server.py:65 | Start Aggregating round=3
FL-experiment | DEBUG flwr 2024-04-23 00:50:43,373 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:50:45,220 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:50:45,220 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-23 00:50:45,220 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-23 00:50:45,220 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.42035}, Aggregated loss: 496.2633819580078, IPFS hash: storage/aggregated_model_032ccc3d-ee60-4481-9071-843d81962997.pkl
FL-experiment | INFO flwr 2024-04-23 00:50:45,220 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-23 00:50:45,220 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-23 00:50:45,220 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-23 00:50:45,220 | server.py:222 | fit_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:50:45,223 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:50:45,223 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:51:03,618 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:51:04,053 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:51:04,055 | server.py:236 | fit_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:51:04,055 | server.py:65 | Start Aggregating round=4
FL-experiment | DEBUG flwr 2024-04-23 00:51:04,058 | server.py:173 | evaluate_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:51:05,893 | server.py:187 | evaluate_round 4 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:51:05,893 | server.py:105 | Start evaluating fit round=4
FL-experiment | INFO flwr 2024-04-23 00:51:05,893 | server.py:107 | Done Evaluating fit round=4
FL-experiment | DEBUG flwr 2024-04-23 00:51:05,893 | server.py:108 | Round: 4, Aggregated accuracy: {'accuracy': 0.4718}, Aggregated loss: 456.00352478027344, IPFS hash: storage/aggregated_model_86ca746d-b166-4f61-ac10-9df76291ba42.pkl
FL-experiment | INFO flwr 2024-04-23 00:51:05,893 | server.py:131 | Done Aggregating round=4
FL-experiment | INFO flwr 2024-04-23 00:51:05,893 | server.py:132 | Done Round=4
FL-experiment | INFO flwr 2024-04-23 00:51:05,893 | server.py:134 | Start Round=5
FL-experiment | DEBUG flwr 2024-04-23 00:51:05,893 | server.py:222 | fit_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:51:05,895 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:51:05,895 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:51:24,204 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 00:51:24,535 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 00:51:24,536 | server.py:236 | fit_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:51:24,536 | server.py:65 | Start Aggregating round=5
FL-experiment | DEBUG flwr 2024-04-23 00:51:24,538 | server.py:173 | evaluate_round 5: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:51:26,372 | server.py:187 | evaluate_round 5 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:51:26,372 | server.py:105 | Start evaluating fit round=5
FL-experiment | INFO flwr 2024-04-23 00:51:26,372 | server.py:107 | Done Evaluating fit round=5
FL-experiment | DEBUG flwr 2024-04-23 00:51:26,372 | server.py:108 | Round: 5, Aggregated accuracy: {'accuracy': 0.50145}, Aggregated loss: 430.4754943847656, IPFS hash: storage/aggregated_model_12d0f884-6377-4225-907a-6ff19dd68357.pkl
FL-experiment | INFO flwr 2024-04-23 00:51:26,372 | server.py:131 | Done Aggregating round=5
FL-experiment | INFO flwr 2024-04-23 00:51:26,372 | server.py:132 | Done Round=5
FL-experiment | INFO flwr 2024-04-23 00:51:26,372 | server.py:153 | FL finished in 102.75952062500001
FL-experiment | INFO flwr 2024-04-23 00:51:26,373 | app.py:226 | app_fit: losses_distributed [(1, 674.5606689453125), (2, 550.5361938476562), (3, 496.2633819580078), (4, 456.00352478027344), (5, 430.4754943847656)]
FL-experiment | INFO flwr 2024-04-23 00:51:26,373 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-04-23 00:51:26,373 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.22575), (2, 0.35925), (3, 0.42035), (4, 0.4718), (5, 0.50145)]}
FL-experiment | INFO flwr 2024-04-23 00:51:26,373 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-04-23 00:51:26,373 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-04-23 00:51:26,375 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-23 00:51:26,375 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-23 00:51:26,375 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:51:26,375 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 00:51:26,899 | main.py:64 | Done Experiment
FL-experiment | INFO flwr 2024-04-23 00:51:27,325 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=5,
FL-experiment | INFO flwr 2024-04-23 00:51:27,325 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-23 00:51:28,946 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-23 00:51:28,946 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=5, round_timeout=None)
FL-experiment | INFO flwr 2024-04-23 00:51:28,965 | app.py:176 | Flower ECE: gRPC server running (5 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-23 00:51:28,965 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-23 00:51:28,965 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:51:36,319 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:51:36,320 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:51:36,321 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 00:51:36,321 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 00:51:36,328 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 00:51:36,328 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-23 00:51:36,328 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-23 00:51:36,748 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 00:51:36,755 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 00:51:36,756 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 00:51:36,756 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | DEBUG flwr 2024-04-23 00:51:36,757 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:51:36,759 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:51:36,759 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:51:56,225 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:51:56,302 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 00:51:56,304 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:51:56,304 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-23 00:51:56,306 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | DEBUG flwr 2024-04-23 00:51:56,307 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 00:51:58,356 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 00:51:58,356 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-23 00:51:58,356 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-23 00:51:58,356 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.2536}, Aggregated loss: 640.6389465332031, IPFS hash: storage/aggregated_model_3e1393f7-0f71-402c-9399-d9c93f7602e6.pkl
FL-experiment | INFO flwr 2024-04-23 00:51:58,356 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-23 00:51:58,356 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-23 00:51:58,356 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-23 00:51:58,356 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 00:51:58,359 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 00:51:58,359 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 00:52:17,590 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 00:52:17,743 | client.py:149 | Done Training client=1
