FL-experiment | INFO flwr 2024-04-23 01:08:45,939 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=10,
FL-experiment | DEBUG flwr 2024-04-23 01:11:41,014 | server.py:222 | fit_round 9: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:11:41,016 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:11:41,017 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:11:59,483 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:11:59,983 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:11:59,984 | server.py:236 | fit_round 9 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:11:59,984 | server.py:65 | Start Aggregating round=9
FL-experiment | DEBUG flwr 2024-04-23 01:11:59,988 | server.py:173 | evaluate_round 9: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:12:01,897 | server.py:187 | evaluate_round 9 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:12:01,897 | server.py:105 | Start evaluating fit round=9
FL-experiment | INFO flwr 2024-04-23 01:12:01,897 | server.py:107 | Done Evaluating fit round=9
FL-experiment | DEBUG flwr 2024-04-23 01:12:01,897 | server.py:108 | Round: 9, Aggregated accuracy: {'accuracy': 0.5737}, Aggregated loss: 376.5807342529297, IPFS hash: storage/aggregated_model_928e0329-059d-4a1e-8d52-eab83de1ad39.pkl
FL-experiment | INFO flwr 2024-04-23 01:12:01,897 | server.py:131 | Done Aggregating round=9
FL-experiment | INFO flwr 2024-04-23 01:12:01,897 | server.py:132 | Done Round=9
FL-experiment | INFO flwr 2024-04-23 01:12:01,897 | server.py:134 | Start Round=10
FL-experiment | DEBUG flwr 2024-04-23 01:12:01,897 | server.py:222 | fit_round 10: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:12:01,899 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:12:01,900 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:12:20,507 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:12:20,749 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:12:20,751 | server.py:236 | fit_round 10 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:12:20,751 | server.py:65 | Start Aggregating round=10
FL-experiment | DEBUG flwr 2024-04-23 01:12:20,753 | server.py:173 | evaluate_round 10: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:12:22,640 | server.py:187 | evaluate_round 10 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:12:22,640 | server.py:105 | Start evaluating fit round=10
FL-experiment | INFO flwr 2024-04-23 01:12:22,640 | server.py:107 | Done Evaluating fit round=10
FL-experiment | DEBUG flwr 2024-04-23 01:12:22,640 | server.py:108 | Round: 10, Aggregated accuracy: {'accuracy': 0.5813}, Aggregated loss: 367.0115203857422, IPFS hash: storage/aggregated_model_2eb1f584-fe2a-4831-8128-ed71f1c15da7.pkl
FL-experiment | INFO flwr 2024-04-23 01:12:22,640 | server.py:131 | Done Aggregating round=10
FL-experiment | INFO flwr 2024-04-23 01:12:22,640 | server.py:132 | Done Round=10
FL-experiment | INFO flwr 2024-04-23 01:12:22,640 | server.py:153 | FL finished in 207.461425917
FL-experiment | INFO flwr 2024-04-23 01:12:22,641 | app.py:226 | app_fit: losses_distributed [(1, 632.2448120117188), (2, 544.0063781738281), (3, 491.37339782714844), (4, 460.16552734375), (5, 439.3624725341797), (6, 420.8706359863281), (7, 402.9451141357422), (8, 392.64610290527344), (9, 376.5807342529297), (10, 367.0115203857422)]
FL-experiment | INFO flwr 2024-04-23 01:12:22,641 | app.py:227 | app_fit: metrics_distributed_fit {}
FL-experiment | INFO flwr 2024-04-23 01:12:22,641 | app.py:228 | app_fit: metrics_distributed {'accuracy': [(1, 0.2869), (2, 0.3689), (3, 0.41755), (4, 0.4588), (5, 0.4897), (6, 0.5169), (7, 0.54215), (8, 0.5503), (9, 0.5737), (10, 0.5813)]}
FL-experiment | INFO flwr 2024-04-23 01:12:22,641 | app.py:229 | app_fit: losses_centralized []
FL-experiment | INFO flwr 2024-04-23 01:12:22,641 | app.py:230 | app_fit: metrics_centralized {}
FL-experiment | DEBUG flwr 2024-04-23 01:12:22,643 | connection.py:141 | gRPC channel closed
FL-experiment | DEBUG flwr 2024-04-23 01:12:22,643 | connection.py:141 | gRPC channel closed
FL-experiment | INFO flwr 2024-04-23 01:12:22,643 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 01:12:22,643 | app.py:304 | Disconnect and shut down
FL-experiment | INFO flwr 2024-04-23 01:12:23,156 | main.py:64 | Done Experiment
FL-experiment | INFO flwr 2024-04-23 01:12:23,625 | main.py:43 | Config: INCENTIVES_ON=False, BCFL=False, IPFS_ON=False, NUM_CLIENTS=2, NUM_ROUNDS=10,
FL-experiment | INFO flwr 2024-04-23 01:12:23,625 | main.py:44 | Start Experiment
FL-experiment | INFO flwr 2024-04-23 01:12:25,286 | server.py:38 | Start Round=1
FL-experiment | INFO flwr 2024-04-23 01:12:25,287 | app.py:163 | Starting Flower server, config: ServerConfig(num_rounds=10, round_timeout=None)
FL-experiment | INFO flwr 2024-04-23 01:12:25,305 | app.py:176 | Flower ECE: gRPC server running (10 rounds), SSL is disabled
FL-experiment | INFO flwr 2024-04-23 01:12:25,305 | server.py:89 | Initializing global parameters
FL-experiment | INFO flwr 2024-04-23 01:12:25,305 | server.py:276 | Requesting initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 01:12:32,704 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 01:12:32,706 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 01:12:32,706 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 01:12:32,710 | server.py:280 | Received initial parameters from one random client
FL-experiment | INFO flwr 2024-04-23 01:12:32,710 | server.py:91 | Evaluating initial parameters
FL-experiment | INFO flwr 2024-04-23 01:12:32,710 | server.py:104 | FL starting
FL-experiment | INFO flwr 2024-04-23 01:12:32,715 | grpc.py:52 | Opened insecure gRPC connection (no certificates were passed)
FL-experiment | DEBUG flwr 2024-04-23 01:12:32,716 | connection.py:42 | ChannelConnectivity.IDLE
FL-experiment | DEBUG flwr 2024-04-23 01:12:32,716 | connection.py:42 | ChannelConnectivity.CONNECTING
FL-experiment | DEBUG flwr 2024-04-23 01:12:32,717 | server.py:222 | fit_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:12:32,717 | connection.py:42 | ChannelConnectivity.READY
FL-experiment | INFO flwr 2024-04-23 01:12:32,727 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:12:32,727 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:12:52,337 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:12:52,350 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:12:52,351 | server.py:236 | fit_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:12:52,352 | server.py:65 | Start Aggregating round=1
FL-experiment | WARNING flwr 2024-04-23 01:12:52,354 | fedavg.py:242 | No fit_metrics_aggregation_fn provided
FL-experiment | DEBUG flwr 2024-04-23 01:12:52,355 | server.py:173 | evaluate_round 1: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:12:54,231 | server.py:187 | evaluate_round 1 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:12:54,231 | server.py:105 | Start evaluating fit round=1
FL-experiment | INFO flwr 2024-04-23 01:12:54,231 | server.py:107 | Done Evaluating fit round=1
FL-experiment | DEBUG flwr 2024-04-23 01:12:54,231 | server.py:108 | Round: 1, Aggregated accuracy: {'accuracy': 0.2381}, Aggregated loss: 653.5889587402344, IPFS hash: storage/aggregated_model_e8fc915c-2357-4255-9beb-a589e682f052.pkl
FL-experiment | INFO flwr 2024-04-23 01:12:54,231 | server.py:131 | Done Aggregating round=1
FL-experiment | INFO flwr 2024-04-23 01:12:54,231 | server.py:132 | Done Round=1
FL-experiment | INFO flwr 2024-04-23 01:12:54,231 | server.py:134 | Start Round=2
FL-experiment | DEBUG flwr 2024-04-23 01:12:54,231 | server.py:222 | fit_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:12:54,234 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:12:54,234 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:13:13,695 | client.py:149 | Done Training client=0
FL-experiment | INFO flwr 2024-04-23 01:13:13,750 | client.py:149 | Done Training client=1
FL-experiment | DEBUG flwr 2024-04-23 01:13:13,751 | server.py:236 | fit_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:13:13,751 | server.py:65 | Start Aggregating round=2
FL-experiment | DEBUG flwr 2024-04-23 01:13:13,754 | server.py:173 | evaluate_round 2: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:13:15,601 | server.py:187 | evaluate_round 2 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:13:15,601 | server.py:105 | Start evaluating fit round=2
FL-experiment | INFO flwr 2024-04-23 01:13:15,601 | server.py:107 | Done Evaluating fit round=2
FL-experiment | DEBUG flwr 2024-04-23 01:13:15,601 | server.py:108 | Round: 2, Aggregated accuracy: {'accuracy': 0.33715}, Aggregated loss: 568.7774963378906, IPFS hash: storage/aggregated_model_bf92bff0-b4ca-41ca-9e90-68bf1a5b3949.pkl
FL-experiment | INFO flwr 2024-04-23 01:13:15,601 | server.py:131 | Done Aggregating round=2
FL-experiment | INFO flwr 2024-04-23 01:13:15,601 | server.py:132 | Done Round=2
FL-experiment | INFO flwr 2024-04-23 01:13:15,601 | server.py:134 | Start Round=3
FL-experiment | DEBUG flwr 2024-04-23 01:13:15,601 | server.py:222 | fit_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:13:15,604 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:13:15,605 | client.py:128 | Start Training client=0
FL-experiment | INFO flwr 2024-04-23 01:13:35,177 | client.py:149 | Done Training client=1
FL-experiment | INFO flwr 2024-04-23 01:13:35,215 | client.py:149 | Done Training client=0
FL-experiment | DEBUG flwr 2024-04-23 01:13:35,216 | server.py:236 | fit_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:13:35,216 | server.py:65 | Start Aggregating round=3
FL-experiment | DEBUG flwr 2024-04-23 01:13:35,221 | server.py:173 | evaluate_round 3: strategy sampled 2 clients (out of 2)
FL-experiment | DEBUG flwr 2024-04-23 01:13:37,115 | server.py:187 | evaluate_round 3 received 2 results and 0 failures
FL-experiment | INFO flwr 2024-04-23 01:13:37,116 | server.py:105 | Start evaluating fit round=3
FL-experiment | INFO flwr 2024-04-23 01:13:37,116 | server.py:107 | Done Evaluating fit round=3
FL-experiment | DEBUG flwr 2024-04-23 01:13:37,116 | server.py:108 | Round: 3, Aggregated accuracy: {'accuracy': 0.41155}, Aggregated loss: 499.53631591796875, IPFS hash: storage/aggregated_model_0e9a05c9-f521-4ba6-9502-bbc5f04f2b28.pkl
FL-experiment | INFO flwr 2024-04-23 01:13:37,116 | server.py:131 | Done Aggregating round=3
FL-experiment | INFO flwr 2024-04-23 01:13:37,116 | server.py:132 | Done Round=3
FL-experiment | INFO flwr 2024-04-23 01:13:37,116 | server.py:134 | Start Round=4
FL-experiment | DEBUG flwr 2024-04-23 01:13:37,116 | server.py:222 | fit_round 4: strategy sampled 2 clients (out of 2)
FL-experiment | INFO flwr 2024-04-23 01:13:37,118 | client.py:128 | Start Training client=1
FL-experiment | INFO flwr 2024-04-23 01:13:37,119 | client.py:128 | Start Training client=0
